iShares STOXX Europe 600 Insurance UCITS (DE) ETF iNAV | Quote History                                02-Nov-2022 17:55,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
Price History,,,,,,,,,,,,,,
"Interval: Daily, History Period: Custom",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXIPNAV.DE Price Statistics        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down Days(C-C),,Price Change,Close – Close,,Open – Close,
High,34.4181,2022-01-14 00:00:00,Max,--,--,Advancing,0,Up days,1887.0,Up,0.202567326048259,2020-02-12 00:00:00,0.140515917341525,2008-09-19
Low,7.5488,2009-03-09 00:00:00,Min,--,--,Declining,0,Down days,1759.0,Down,-0.149081985607213,2020-03-12 00:00:00,-0.113277833565482,2009-03-05
Average,22.9722185083631,,Average,--,,,,Unchanged,0.0,Period,0.164644278934092,Custom,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SXIPNAV.DE Price History        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Exchange Date,Open,Close,Volume,High,Low,Close to Close Change,,Open to Close Change,,,,,,
2010-05-20 00:00:00,14.4089,14.1839,--,14.6884,13.9386,-1.74496737278156,-0.251900000000001,-1.56153488468932,-0.225,,,,,
2010-05-19 00:00:00,14.9237,14.4358,--,14.9237,14.4149,-3.21871291708848,-0.4801,-3.26929648813632,-0.4879,,,,,
2010-05-18 00:00:00,14.6966,14.9159,--,15.0122,14.6966,1.45283391034057,0.213600000000001,1.49218186519331,0.2193,,,,,
2010-05-17 00:00:00,14.7864,14.7023,--,14.9387,14.5806,-0.599016963132746,-0.0886000000000013,-0.568765892982749,-0.0841000000000012,,,,,
2010-05-14 00:00:00,15.358,14.7909,--,15.358,14.7384,-3.76835544336081,-0.5792,-3.69253809089725,-0.5671,,,,,
2010-05-13 00:00:00,15.362,15.3701,--,15.5068,15.2805,0.0260313287041041,0.00400000000000134,0.0527275094388795,0.00810000000000066,,,,,
2010-05-12 00:00:00,15.0564,15.3661,--,15.4486,15.0135,2.24231657251598,0.337,2.05693260009032,0.309699999999999,,,,,
2010-05-11 00:00:00,15.1288,15.0291,--,15.1288,14.6823,-0.464263007311646,-0.0701000000000001,-0.659007984770771,-0.0997000000000003,,,,,
2010-05-10 00:00:00,13.6693,15.0992,--,15.1326,13.6693,9.94189517831918,1.3654,10.4606673348306,1.4299,,,,,
2010-05-07 00:00:00,14.2014,13.7338,--,14.284,13.5888,-3.6150158959639,-0.5151,-3.29263312067824,-0.467599999999999,,,,,
2010-05-06 00:00:00,14.6776,14.2489,--,14.7909,14.1674,-2.14541284088645,-0.312399999999998,-2.92077723878563,-0.428699999999999,,,,,
2010-05-05 00:00:00,14.7748,14.5613,--,14.8627,14.4904,-1.33149927495968,-0.1965,-1.44502802068388,-0.213500000000002,,,,,
2010-05-04 00:00:00,15.2456,14.7578,--,15.3286,14.704,-3.18564099872732,-0.4856,-3.19961169124206,-0.4878,,,,,
2010-05-03 00:00:00,15.2155,15.2434,--,15.2955,15.0951,0.511014842508514,0.0774999999999988,0.183365646873247,0.0278999999999989,,,,,
2010-04-30 00:00:00,15.2812,15.1659,--,15.502,15.0895,-0.744129427471921,-0.1137,-0.75452189618616,-0.1153,,,,,
2010-04-29 00:00:00,15.0286,15.2796,--,15.3189,14.8718,1.97685438551998,0.296200000000001,1.6701489160667,0.250999999999999,,,,,
2010-04-28 00:00:00,15.2797,14.9834,--,15.2797,14.7316,-1.94109947643979,-0.2966,-1.93917419844631,-0.2963,,,,,
2010-04-27 00:00:00,15.8599,15.28,--,15.8782,15.2741,-3.71467280002521,-0.589500000000001,-3.65639127611145,-0.5799,,,,,
2010-04-26 00:00:00,15.7543,15.8695,--,15.9764,15.7543,0.855423294714302,0.134600000000001,0.731228934322691,0.1152,,,,,
2010-04-23 00:00:00,15.7663,15.7349,--,15.8952,15.704,-0.0971416235984297,-0.0152999999999999,-0.199158965641905,-0.0313999999999997,,,,,
2010-04-22 00:00:00,16.0244,15.7502,--,16.0874,15.6522,-1.63318073658638,-0.261500000000002,-1.71114051072115,-0.2742,,,,,
2010-04-21 00:00:00,16.2672,16.0117,--,16.3246,16.006,-1.50646506649606,-0.244899999999998,-1.57064522474672,-0.255499999999998,,,,,
2010-04-20 00:00:00,16.0392,16.2566,--,16.2833,16.0392,1.36806923901928,0.2194,1.35542919846375,0.217399999999998,,,,,
2010-04-19 00:00:00,16.2055,16.0372,--,16.2055,15.9602,-1.19766381625965,-0.194400000000002,-1.03853629940454,-0.168300000000002,,,,,
2010-04-16 00:00:00,16.5104,16.2316,--,16.5605,16.1642,-1.7475469573797,-0.288699999999999,-1.68863261943987,-0.2788,,,,,
2010-04-15 00:00:00,16.4887,16.5203,--,16.5528,16.3879,0.278614092167239,0.0458999999999996,0.191646400261982,0.0315999999999974,,,,,
2010-04-14 00:00:00,16.4015,16.4744,--,16.5039,16.3883,0.589822808924268,0.0965999999999987,0.444471542236994,0.0729000000000006,,,,,
2010-04-13 00:00:00,16.402,16.3778,--,16.426,16.3182,-0.188923016917744,-0.0309999999999988,-0.147542982563105,-0.0242000000000004,,,,,
2010-04-12 00:00:00,16.2969,16.4088,--,16.4815,16.2969,0.395247243670529,0.0645999999999987,0.686633654253254,0.111899999999999,,,,,
2010-04-09 00:00:00,16.1931,16.3442,--,16.3478,16.1931,0.983002885369891,0.159100000000002,0.933113486608491,0.1511,,,,,
2010-04-08 00:00:00,16.3872,16.1851,--,16.3872,16.0554,-1.25075502895041,-0.205000000000002,-1.23327963288421,-0.202100000000002,,,,,
2010-04-07 00:00:00,16.4774,16.3901,--,16.4774,16.3241,-0.387750016713366,-0.0638000000000005,-0.529816597278691,-0.087299999999999,,,,,
2010-04-06 00:00:00,16.2901,16.4539,--,16.4558,16.2901,1.14459942093842,0.186199999999999,1.00551868926527,0.163800000000002,,,,,
2010-04-01 00:00:00,16.1079,16.2677,--,16.3052,16.075,1.42147297019272,0.228000000000002,0.9920597967457,0.159800000000001,,,,,
2010-03-31 00:00:00,16.0142,16.0397,--,16.0765,15.9078,0.144225366182582,0.0230999999999995,0.159233680108909,0.025500000000001,,,,,
2010-03-30 00:00:00,16.019,16.0166,--,16.1318,16.0143,-0.0517943949728137,-0.00829999999999842,-0.0149822086272424,-0.00239999999999796,,,,,
2010-03-29 00:00:00,15.9521,16.0249,--,16.0823,15.9521,0.425518581186928,0.0678999999999981,0.456366246450305,0.0727999999999991,,,,,
2010-03-26 00:00:00,15.9107,15.957,--,15.9899,15.8749,0.214786344110334,0.0342000000000002,0.290999138944235,0.0463000000000005,,,,,
2010-03-25 00:00:00,15.7434,15.9228,--,15.9589,15.7266,1.21989205957701,0.1919,1.13952513434202,0.179400000000001,,,,,
2010-03-24 00:00:00,15.7469,15.7309,--,15.8058,15.574,0.0954447406766432,0.0150000000000006,-0.10160730048454,-0.016,,,,,
2010-03-23 00:00:00,15.5535,15.7159,--,15.7487,15.5535,1.07338092481832,0.1669,1.04413797537532,0.1624,,,,,
2010-03-22 00:00:00,15.6473,15.549,--,15.6473,15.3923,-0.683444047010738,-0.107000000000001,-0.628223399564142,-0.0983000000000001,,,,,
2010-03-19 00:00:00,15.7296,15.656,--,15.8383,15.6422,-0.55767984857531,-0.0877999999999997,-0.467907639100797,-0.073599999999999,,,,,
2010-03-18 00:00:00,15.8205,15.7438,--,15.8317,15.6792,-0.421871541064477,-0.0666999999999991,-0.484814007142624,-0.0766999999999989,,,,,
2010-03-17 00:00:00,15.6513,15.8105,--,15.8384,15.6513,1.10308223557999,0.172499999999999,1.01716790298568,0.159199999999998,,,,,
2010-03-16 00:00:00,15.4794,15.638,--,15.6996,15.4794,0.990009493241715,0.1533,1.024587516312,0.1586,,,,,
2010-03-15 00:00:00,15.6613,15.4847,--,15.6784,15.4822,-1.10362446112087,-0.172800000000001,-1.12762031249003,-0.176600000000001,,,,,
2010-03-12 00:00:00,15.5723,15.6575,--,15.7677,15.5723,0.529049572715423,0.0823999999999998,0.547125344361465,0.0852000000000004,,,,,
2010-03-11 00:00:00,15.6034,15.5751,--,15.6443,15.503,-0.0564685348340212,-0.00879999999999903,-0.181370726892855,-0.0282999999999998,,,,,
2010-03-10 00:00:00,15.3966,15.5839,--,15.5991,15.3452,1.16262463647694,0.1791,1.2165023446735,0.1873,,,,,
2010-03-09 00:00:00,15.4105,15.4048,--,15.4567,15.276,-0.125128856789047,-0.0192999999999994,-0.0369877680802111,-0.00570000000000093,,,,,
2010-03-08 00:00:00,15.4146,15.4241,--,15.5569,15.4146,-0.000648331842180102,-0.000100000000001543,0.0616298833573312,0.00949999999999918,,,,,
2010-03-05 00:00:00,15.1435,15.4242,--,15.4257,15.1435,1.82804856311027,0.276900000000001,1.85360055469344,0.280700000000001,,,,,
2010-03-04 00:00:00,15.143,15.1473,--,15.199,15.0068,0.0237722617325932,0.00359999999999872,0.0283959585286856,0.00429999999999886,,,,,
2010-03-03 00:00:00,14.9625,15.1437,--,15.1699,14.9232,1.29904010167564,0.1942,1.21102756892231,0.1812,,,,,
2010-03-02 00:00:00,14.9038,14.9495,--,14.9804,14.7582,0.20779568991521,0.0310000000000006,0.306633207638321,0.0457000000000001,,,,,
2010-03-01 00:00:00,14.91,14.9185,--,15.2094,14.6908,-0.113153983154115,-0.0168999999999997,0.0570087189805482,0.00849999999999973,,,,,
2010-02-26 00:00:00,14.6035,14.9354,--,14.9365,14.6035,2.25173724026974,0.328899999999999,2.27274283562159,0.331899999999999,,,,,
2010-02-25 00:00:00,14.9031,14.6065,--,14.9836,14.6065,-2.00202617931015,-0.298399999999999,-1.99018996047802,-0.2966,,,,,
2010-02-24 00:00:00,14.8107,14.9049,--,14.9499,14.7517,0.657095005267557,0.0972999999999988,0.636026656403809,0.094199999999999,,,,,
2010-02-23 00:00:00,15.0234,14.8076,--,15.1338,14.7539,-1.48495090081698,-0.223199999999999,-1.4364258423526,-0.2158,,,,,
2010-02-22 00:00:00,14.9563,15.0308,--,15.1131,14.9351,0.434994687852885,0.0650999999999993,0.498117850003,0.0744999999999987,,,,,
2010-02-19 00:00:00,14.9696,14.9657,--,14.9882,14.7871,-0.102796189865895,-0.0153999999999996,-0.0260528003420251,-0.00389999999999979,,,,,
2010-02-18 00:00:00,14.9288,14.9811,--,15.0574,14.8448,0.390677352775613,0.0582999999999991,0.350329564332022,0.0522999999999989,,,,,
2010-02-17 00:00:00,14.6096,14.9228,--,14.9711,14.6096,2.12911570864444,0.3111,2.14379586025627,0.3132,,,,,
2010-02-16 00:00:00,14.4482,14.6117,--,14.6493,14.4482,1.11483260210649,0.161100000000001,1.13162885342119,0.163500000000001,,,,,
2010-02-15 00:00:00,14.2681,14.4506,--,14.5045,14.2681,1.27623786662929,0.1821,1.27907710206684,0.182499999999999,,,,,
2010-02-12 00:00:00,14.3392,14.2685,--,14.4811,14.1484,-0.389547831307635,-0.0557999999999996,-0.493054005802279,-0.0707000000000004,,,,,
2010-02-11 00:00:00,14.3702,14.3243,--,14.5163,14.1887,-0.358934049346479,-0.0516000000000005,-0.319411003326338,-0.0459000000000014,,,,,
2010-02-10 00:00:00,14.0532,14.3759,--,14.4904,14.0532,2.24970838430681,0.3163,2.29627415819884,0.322699999999999,,,,,
2010-02-09 00:00:00,14.0387,14.0596,--,14.199,13.9357,0.088273819693601,0.0123999999999995,0.148874183507015,0.0208999999999993,,,,,
2010-02-08 00:00:00,14.1015,14.0472,--,14.2608,13.7912,-0.528965649098209,-0.0747,-0.385065418572489,-0.0542999999999996,,,,,
2010-02-05 00:00:00,14.5688,14.1219,--,14.5688,14.0971,-3.14064664810217,-0.4579,-3.06751413980561,-0.446899999999999,,,,,
2010-02-04 00:00:00,14.9776,14.5798,--,15.1193,14.5364,-2.60004008283786,-0.389199999999999,-2.65596624292277,-0.3978,,,,,
2010-02-03 00:00:00,15.0295,14.969,--,15.1377,14.9213,-0.361438565428377,-0.0543000000000013,-0.402541668052837,-0.0605000000000011,,,,,
2010-02-02 00:00:00,14.837,15.0233,--,15.0565,14.837,1.21471400660244,0.180300000000001,1.25564467210353,0.186300000000001,,,,,
2010-02-01 00:00:00,14.6434,14.843,--,14.846,14.5601,1.24898532732147,0.1831,1.36307141784012,0.1996,,,,,
2010-01-29 00:00:00,14.6009,14.6599,--,14.7628,14.5573,0.456373815381039,0.0666000000000011,0.404084679711532,0.0590000000000011,,,,,
2010-01-28 00:00:00,14.7495,14.5933,--,14.9902,14.5913,-0.976440572157536,-0.1439,-1.05901894979491,-0.1562,,,,,
2010-01-27 00:00:00,14.8786,14.7372,--,14.8786,14.6308,-0.919725695845105,-0.136800000000001,-0.95035823262942,-0.141400000000001,,,,,
2010-01-26 00:00:00,14.8226,14.874,--,14.8796,14.6375,0.394856737875876,0.0585000000000004,0.346767773535014,0.051400000000001,,,,,
2010-01-25 00:00:00,14.8375,14.8155,--,14.9848,14.6542,-0.128753050301322,-0.0190999999999999,-0.148272957034542,-0.0220000000000002,,,,,
2010-01-22 00:00:00,15.0066,14.8346,--,15.0442,14.6921,-1.15735959435779,-0.1737,-1.14616235523037,-0.172000000000001,,,,,
2010-01-21 00:00:00,15.2423,15.0083,--,15.3769,15.0031,-1.56942731970933,-0.2393,-1.5352013803691,-0.234,,,,,
2010-01-20 00:00:00,15.5489,15.2476,--,15.5699,15.1763,-1.94217214590729,-0.302,-1.93775765488234,-0.301299999999999,,,,,
2010-01-19 00:00:00,15.5081,15.5496,--,15.5993,15.2277,0.358200863554516,0.0555000000000003,0.267602091810081,0.0414999999999992,,,,,
2010-01-18 00:00:00,15.4226,15.4941,--,15.5828,15.4226,0.539877619087787,0.0831999999999997,0.463605358370186,0.0715000000000003,,,,,
2010-01-15 00:00:00,15.6266,15.4109,--,15.7478,15.3866,-1.25142571542079,-0.1953,-1.3803386533219,-0.2157,,,,,
2010-01-14 00:00:00,15.5151,15.6062,--,15.6894,15.5151,0.513315943709136,0.079699999999999,0.587169918337613,0.0910999999999991,,,,,
2010-01-13 00:00:00,15.5154,15.5265,--,15.6067,15.4556,0.144477912294174,0.0224000000000011,0.0715418229629966,0.0111000000000008,,,,,
2010-01-12 00:00:00,15.537,15.5041,--,15.5958,15.4037,-0.236794522839741,-0.0368000000000013,-0.211752590590214,-0.0329000000000015,,,,,
2010-01-11 00:00:00,15.7002,15.5409,--,15.8501,15.5193,-1.02157146223561,-0.160399999999999,-1.01463675621967,-0.1593,,,,,
2010-01-08 00:00:00,15.6082,15.7013,--,15.7841,15.5775,0.645487994051509,0.1007,0.596481336733254,0.0930999999999997,,,,,
2010-01-07 00:00:00,15.6413,15.6006,--,15.6413,15.4779,-0.288895422413679,-0.0451999999999995,-0.260208550440176,-0.0406999999999993,,,,,
2010-01-06 00:00:00,15.6177,15.6458,--,15.6941,15.5289,0.293589743589743,0.0457999999999998,0.179924060521077,0.0281000000000002,,,,,
2010-01-05 00:00:00,15.4165,15.6,--,15.7155,15.3905,1.10764723801129,0.1709,1.19028313819609,0.1835,,,,,
2010-01-04 00:00:00,15.1782,15.4291,--,15.4346,15.1782,1.73748483409823,0.263500000000001,1.65302868587843,0.2509,,,,,
2009-12-30 00:00:00,15.2905,15.1656,--,15.3026,15.1244,-0.816198398995451,-0.1248,-0.816847061901182,-0.1249,,,,,
2009-12-29 00:00:00,15.2125,15.2904,--,15.3308,15.2125,0.525955924893494,0.0800000000000001,0.512078882497943,0.0778999999999996,,,,,
2009-12-28 00:00:00,15.0772,15.2104,--,15.2284,15.0772,0.806563852419364,0.121700000000001,0.883453161064392,0.1332,,,,,
2009-12-23 00:00:00,15.0163,15.0887,--,15.1927,15.0045,0.466754557681808,0.0701000000000001,0.482142738224463,0.0724,,,,,
2009-12-22 00:00:00,14.9036,15.0186,--,15.0731,14.9036,0.74728990018246,0.1114,0.771625647494555,0.114999999999998,,,,,
2009-12-21 00:00:00,14.6507,14.9072,--,14.9215,14.6507,1.78759200841219,0.261799999999999,1.75076958780126,0.256499999999999,,,,,
2009-12-18 00:00:00,14.8636,14.6454,--,14.8828,14.6429,-1.48988693002575,-0.221499999999999,-1.46801582389192,-0.2182,,,,,
2009-12-17 00:00:00,15.016,14.8669,--,15.0626,14.7872,-0.945445338734619,-0.141900000000001,-0.992940863079387,-0.149100000000001,,,,,
2009-12-16 00:00:00,14.6597,15.0088,--,15.0088,14.6597,2.38554890818673,0.3497,2.38135841797581,0.3491,,,,,
2009-12-15 00:00:00,14.6084,14.6591,--,14.6705,14.4305,0.363549226345342,0.0531000000000006,0.347060595273958,0.0507000000000009,,,,,
2009-12-14 00:00:00,14.4146,14.606,--,14.6691,14.4146,1.23160732726655,0.1777,1.32782040431229,0.1914,,,,,
2009-12-11 00:00:00,14.4181,14.4283,--,14.6432,14.394,0.0929593684312811,0.0134000000000007,0.0707444115382701,0.0101999999999993,,,,,
2009-12-10 00:00:00,14.1708,14.4149,--,14.4763,14.128,1.75558724287388,0.248699999999999,1.72255624241397,0.2441,,,,,
2009-12-09 00:00:00,14.5248,14.1662,--,14.5265,14.1382,-2.56480800049521,-0.3729,-2.46888081075127,-0.358600000000001,,,,,
2009-12-08 00:00:00,14.7986,14.5391,--,14.8519,14.4321,-1.85567706223843,-0.274900000000001,-1.75354425418621,-0.259500000000001,,,,,
2009-12-07 00:00:00,14.8938,14.814,--,14.8938,14.7466,-0.61853456950799,-0.0922000000000001,-0.535793417395161,-0.0798000000000005,,,,,
2009-12-04 00:00:00,14.8371,14.9062,--,15.0291,14.6212,0.508401434851796,0.0754000000000001,0.465724434020129,0.0691000000000006,,,,,
2009-12-03 00:00:00,14.7434,14.8308,--,14.9713,14.7434,0.547796610169491,0.0808,0.592807629176449,0.0874000000000006,,,,,
2009-12-02 00:00:00,14.7976,14.75,--,14.8664,14.6392,-0.341204689030773,-0.0504999999999995,-0.321673784938093,-0.0475999999999992,,,,,
2009-12-01 00:00:00,14.3938,14.8005,--,14.8012,14.3938,2.82337902334984,0.4064,2.82552209979296,0.406699999999999,,,,,
2009-11-30 00:00:00,15.1195,14.3941,--,15.1195,14.3912,-2.19937762437321,-0.323700000000001,-4.79777770428917,-0.7254,,,,,
2009-11-27 00:00:00,14.5402,14.7178,--,14.834,14.1886,1.14561785706923,0.166700000000001,1.22144124564999,0.1776,,,,,
2009-11-26 00:00:00,15.1863,14.5511,--,15.1863,14.5328,-4.30748186583016,-0.654999999999999,-4.18271731758229,-0.635199999999999,,,,,
2009-11-25 00:00:00,15.1468,15.2061,--,15.346,15.0963,0.487698499236722,0.0737999999999985,0.391501835371158,0.0592999999999986,,,,,
2009-11-24 00:00:00,15.2455,15.1323,--,15.3072,15.0957,-0.7307937049404,-0.1114,-0.742514184513457,-0.113199999999999,,,,,
2009-11-23 00:00:00,14.8753,15.2437,--,15.2737,14.8753,2.41737716593097,0.3598,2.47658870745465,0.368400000000001,,,,,
2009-11-20 00:00:00,15.0064,14.8839,--,15.1207,14.8539,-0.829535460142316,-0.124499999999999,-0.816318370828438,-0.122499999999999,,,,,
2009-11-19 00:00:00,15.2698,15.0084,--,15.3123,14.984,-1.70930095485087,-0.260999999999999,-1.71187572856226,-0.2614,,,,,
2009-11-18 00:00:00,15.3568,15.2694,--,15.4504,15.2541,-0.614431325583516,-0.0944000000000003,-0.569128985205255,-0.0874000000000006,,,,,
2009-11-17 00:00:00,15.4631,15.3638,--,15.4816,15.3608,-0.587527338138805,-0.0907999999999998,-0.642173949596143,-0.0993000000000013,,,,,
2009-11-16 00:00:00,15.254,15.4546,--,15.482,15.254,1.28916823416066,0.1967,1.31506490100957,0.2006,,,,,
2009-11-13 00:00:00,15.2244,15.2579,--,15.2706,15.1212,0.319541333263192,0.0485999999999986,0.220041512309188,0.0335000000000001,,,,,
2009-11-12 00:00:00,15.2767,15.2093,--,15.3007,15.1174,-0.450969355028729,-0.0688999999999993,-0.441194760648564,-0.0673999999999992,,,,,
2009-11-11 00:00:00,15.0701,15.2782,--,15.4164,15.0701,1.35397801527123,0.2041,1.38088002070325,0.2081,,,,,
2009-11-10 00:00:00,15.2124,15.0741,--,15.2733,15.0514,-0.710056053590137,-0.107800000000001,-0.9091267650075,-0.138300000000001,,,,,
2009-11-09 00:00:00,14.7941,15.1819,--,15.1977,14.7941,2.65392781316348,0.3925,2.62131525405398,0.3878,,,,,
2009-11-06 00:00:00,14.8041,14.7894,--,14.9645,14.6014,-0.0675703069043325,-0.00999999999999979,-0.0992968164224741,-0.0146999999999995,,,,,
2009-11-05 00:00:00,14.8066,14.7994,--,14.863,14.3961,-0.112715221954497,-0.0167000000000002,-0.0486269636513393,-0.00719999999999921,,,,,
2009-11-04 00:00:00,14.4181,14.8161,--,14.8959,14.4181,2.77111108028245,0.3995,2.76041919531699,0.398,,,,,
2009-11-03 00:00:00,14.61,14.4166,--,14.61,14.2167,-1.40270967124206,-0.2051,-1.32375085557836,-0.193399999999999,,,,,
2009-10-30 00:00:00,15.0702,14.6217,--,15.1554,14.5751,-2.94515910629655,-0.4437,-2.976071983119,-0.448499999999999,,,,,
2009-10-29 00:00:00,14.6747,15.0654,--,15.1232,14.5448,2.66100620787877,0.390500000000001,2.66240536433454,0.390700000000001,,,,,
2009-10-28 00:00:00,15.1746,14.6749,--,15.218,14.6577,-3.36369084072517,-0.510800000000001,-3.29300278096293,-0.499700000000001,,,,,
2009-10-27 00:00:00,15.2919,15.1857,--,15.4359,14.9708,-0.699030903835839,-0.1069,-0.694485315755396,-0.106199999999999,,,,,
2009-10-26 00:00:00,15.9176,15.2926,--,15.9322,15.2485,-3.98739303226454,-0.6351,-3.92647132733578,-0.625,,,,,
2009-10-23 00:00:00,15.9432,15.9277,--,16.2562,15.9203,-0.0602360500210244,-0.00960000000000072,-0.0972201314667031,-0.0154999999999994,,,,,
2009-10-22 00:00:00,16.2006,15.9373,--,16.2006,15.7521,-1.57786176572302,-0.255499999999998,-1.62524844758837,-0.263300000000001,,,,,
2009-10-21 00:00:00,16.2461,16.1928,--,16.3134,15.9734,-0.274060342544653,-0.0445000000000029,-0.328078738897336,-0.0533000000000001,,,,,
2009-10-20 00:00:00,16.3727,16.2373,--,16.4079,16.2042,-0.860895208904454,-0.140999999999998,-0.826986385874029,-0.135399999999997,,,,,
2009-10-19 00:00:00,16.2191,16.3783,--,16.4067,16.2191,0.870234649257875,0.141300000000001,0.981558779463709,0.159199999999998,,,,,
2009-10-16 00:00:00,16.5183,16.237,--,16.6448,16.167,-1.64937338348689,-0.272300000000001,-1.7029597476738,-0.281300000000002,,,,,
2009-10-15 00:00:00,16.4807,16.5093,--,16.617,16.3958,0.278191150119961,0.0457999999999998,0.173536318238915,0.0286000000000008,,,,,
2009-10-14 00:00:00,16.2218,16.4635,--,16.5501,16.2218,1.50749121400825,0.244499999999999,1.48997028689787,0.241699999999998,,,,,
2009-10-13 00:00:00,16.4456,16.219,--,16.4572,16.1822,-1.43361551878162,-0.235899999999997,-1.37787614924355,-0.226599999999998,,,,,
2009-10-12 00:00:00,16.2689,16.4549,--,16.567,16.2689,1.0631502659411,0.173099999999998,1.14328565545304,0.186,,,,,
2009-10-09 00:00:00,16.2388,16.2818,--,16.3688,16.1574,0.234552472650936,0.0381,0.264797891469808,0.0429999999999993,,,,,
2009-10-08 00:00:00,15.9889,16.2437,--,16.2897,15.9889,1.61902795763502,0.258800000000001,1.59360556385994,0.254800000000001,,,,,
2009-10-07 00:00:00,15.9292,15.9849,--,16.1296,15.8347,0.328887494115804,0.0524000000000004,0.349672299927177,0.0556999999999999,,,,,
2009-10-06 00:00:00,15.529,15.9325,--,15.9571,15.529,2.57854751480813,0.400499999999999,2.5983643505699,0.403499999999999,,,,,
2009-10-05 00:00:00,15.417,15.532,--,15.5733,15.3463,0.758347334756176,0.116899999999999,0.745929817733672,0.115,,,,,
2009-10-02 00:00:00,15.7365,15.4151,--,15.7365,15.2345,-2.10708139379814,-0.331799999999999,-2.04238553680932,-0.321399999999999,,,,,
2009-10-01 00:00:00,15.9515,15.7469,--,16.1741,15.7334,-1.22567007269967,-0.195399999999999,-1.28263799642666,-0.204599999999999,,,,,
2009-09-30 00:00:00,15.7629,15.9423,--,16.1241,15.7629,1.39799650182859,0.219799999999999,1.13811544829948,0.179399999999999,,,,,
2009-09-29 00:00:00,15.5134,15.7225,--,15.8367,15.5134,1.38577213753257,0.2149,1.34786700529864,0.209099999999999,,,,,
2009-09-28 00:00:00,15.2228,15.5076,--,15.5117,15.0619,1.78195207434973,0.2715,1.87087789368579,0.284800000000001,,,,,
2009-09-25 00:00:00,15.2364,15.2361,--,15.4023,15.2173,-0.123239090390621,-0.0187999999999988,-0.00196896904780198,-0.000299999999999301,,,,,
2009-09-24 00:00:00,15.5796,15.2549,--,15.6416,15.222,-1.17259116734367,-0.181000000000001,-2.08413566458702,-0.3247,,,,,
2009-09-22 00:00:00,15.2632,15.4359,--,15.4861,15.2632,1.24490853398574,0.1898,1.13147963729756,0.172700000000001,,,,,
2009-09-21 00:00:00,15.3111,15.2461,--,15.3519,15.12,-0.498613150595527,-0.0763999999999996,-0.424528609962704,-0.0649999999999995,,,,,
2009-09-18 00:00:00,15.3571,15.3225,--,15.4564,15.2603,-0.349889115066698,-0.0538000000000007,-0.225302954333833,-0.0346000000000011,,,,,
2009-09-17 00:00:00,15.313,15.3763,--,15.4877,15.2281,0.418620446441399,0.0640999999999998,0.413374257167112,0.0632999999999999,,,,,
2009-09-16 00:00:00,15.0071,15.3122,--,15.3508,15.0071,1.95490924586847,0.293600000000001,2.03303769549081,0.305100000000001,,,,,
2009-09-15 00:00:00,15.0798,15.0186,--,15.0953,14.9396,-0.370163986626343,-0.0558000000000014,-0.40584092627224,-0.0612000000000013,,,,,
2009-09-14 00:00:00,15.2305,15.0744,--,15.2305,14.9108,-1.10348628186792,-0.168199999999999,-1.02491710712057,-0.156099999999999,,,,,
2009-09-11 00:00:00,15.1651,15.2426,--,15.3408,15.1651,0.542865246729946,0.0823,0.511041799922182,0.0774999999999988,,,,,
2009-09-10 00:00:00,14.9707,15.1603,--,15.2055,14.9674,1.23333956569352,0.184699999999999,1.26647384557835,0.189599999999999,,,,,
2009-09-09 00:00:00,14.7738,14.9756,--,14.9734,14.7257,1.26859615904787,0.1876,1.36593158158362,0.2018,,,,,
2009-09-08 00:00:00,14.789,14.788,--,14.9268,14.7008,0.0954385774913929,0.0141000000000009,-0.00676178240583843,-0.000999999999999446,,,,,
2009-09-07 00:00:00,14.5362,14.7739,--,14.816,14.5362,1.49906909320747,0.2182,1.63522791376013,0.2377,,,,,
2009-09-04 00:00:00,14.3275,14.5557,--,14.582,14.3275,1.574308623108,0.2256,1.5927412318967,0.228199999999999,,,,,
2009-09-03 00:00:00,14.2964,14.3301,--,14.5154,14.2061,0.267284265912858,0.0381999999999998,0.235723678688338,0.0336999999999996,,,,,
2009-09-02 00:00:00,14.5934,14.2919,--,14.5934,14.1429,-1.95178507724815,-0.2845,-2.06600243945894,-0.301500000000001,,,,,
2009-09-01 00:00:00,14.8711,14.5764,--,15.0167,14.5726,-1.95004809535662,-0.289900000000001,-1.98169604131504,-0.294700000000001,,,,,
2009-08-31 00:00:00,14.9661,14.8663,--,14.9661,14.8066,-0.684094143111956,-0.102399999999999,-0.666840392620657,-0.0998000000000001,,,,,
2009-08-28 00:00:00,14.7971,14.9687,--,15.104,14.7971,1.17678071728874,0.174099999999999,1.15968669536598,0.1716,,,,,
