iShares STOXX Europe 600 Banks UCITS (DE) ETF iNAV | Quote History                                02-Nov-2022 17:45,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
iShares STOXX Europe 600 Banks UCITS (DE) ETF iNAV,SX7PNAV.DE,Last,12.715,EUR,-0.0132,-0.001,,,,,,,,
,,,,,,,,,,,,,,
Price History,,,,,,,,,,,,,,
"Interval: Daily, History Period: Custom",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SX7PNAV.DE Price Statistics        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down Days(C-C),,Price Change,Close – Close,,Open – Close,
High,81.5417,2008-04-29 00:00:00,Max,--,--,Advancing,0,Up days,1801.0,Up,0.225402504472272,2020-02-12 00:00:00,0.16955146680792,2008-09-19
Low,7.7278,2020-09-25 00:00:00,Min,--,--,Declining,0,Down days,1845.0,Down,-0.156197573251141,2020-03-12 00:00:00,-0.532173211261975,2008-04-29
Average,17.5002897175761,,Average,--,,,,Unchanged,0.0,Period,-0.702543754319995,Custom,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SX7PNAV.DE Price History        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Exchange Date,Open,Close,Volume,High,Low,Close to Close Change,,Open to Close Change,,,,,,
2018-07-25 00:00:00,16.3603,16.2585,--,16.4116,16.2339,-0.554158944529047,-0.0905999999999985,-0.622237978521159,-0.101799999999997,,,,,
2018-07-24 00:00:00,16.0059,16.3491,--,16.3903,16.0059,2.18123636727271,0.349,2.14420932281221,0.3432,,,,,
2018-07-23 00:00:00,15.9112,16.0001,--,16.0334,15.8206,0.6048830789932,0.0961999999999996,0.558725928905429,0.0889000000000006,,,,,
2018-07-20 00:00:00,15.8938,15.9039,--,15.9298,15.7601,-0.018859740112782,-0.00300000000000011,0.063546791830774,0.0100999999999996,,,,,
2018-07-19 00:00:00,15.9477,15.9069,--,16.0518,15.8848,-0.221424897442006,-0.0352999999999994,-0.255836264790528,-0.0407999999999991,,,,,
2018-07-18 00:00:00,15.9219,15.9422,--,15.9468,15.755,0.0690469016772072,0.0109999999999992,0.127497346422216,0.0202999999999989,,,,,
2018-07-17 00:00:00,15.9647,15.9312,--,16.0667,15.883,-0.202961737953839,-0.0323999999999991,-0.209837954988193,-0.0335000000000001,,,,,
2018-07-16 00:00:00,15.9151,15.9636,--,16.1016,15.8719,-1.83978158742651,-0.299199999999999,0.304742037436138,0.0484999999999989,,,,,
2018-07-13 00:00:00,16.2607,16.2628,--,16.3505,16.227,-0.0411813516088518,-0.00670000000000215,0.0129145731733484,0.00209999999999866,,,,,
2018-07-12 00:00:00,16.2424,16.2695,--,16.3207,16.142,0.234112682130427,0.0380000000000003,0.166847263951145,0.0271000000000008,,,,,
2018-07-11 00:00:00,16.4516,16.2315,--,16.4516,16.2024,-1.3840199765482,-0.227799999999998,-1.33786379440297,-0.220099999999999,,,,,
2018-07-10 00:00:00,16.5629,16.4593,--,16.6135,16.4049,-0.582276798927274,-0.0964000000000027,-0.625494327684162,-0.1036,,,,,
2018-07-09 00:00:00,16.4506,16.5557,--,16.578,16.4506,0.698258611146607,0.114800000000002,0.638882472371829,0.1051,,,,,
2018-07-06 00:00:00,16.4447,16.4409,--,16.5055,16.298,-0.0352654331872089,-0.00580000000000069,-0.0231077490012089,-0.0038000000000018,,,,,
2018-07-05 00:00:00,16.3014,16.4467,--,16.6108,16.3014,0.743013953716304,0.121300000000002,0.891334486608505,0.145299999999999,,,,,
2018-07-04 00:00:00,16.2739,16.3254,--,16.3592,16.2001,0.363944867270764,0.059199999999997,0.316457640762185,0.0514999999999972,,,,,
2018-07-03 00:00:00,16.1455,16.2662,--,16.3645,16.0985,0.674621840417905,0.109000000000002,0.747576724164646,0.120700000000003,,,,,
2018-07-02 00:00:00,16.3157,16.1572,--,16.3157,15.9747,-0.952637838235476,-0.1554,-0.971456940247737,-0.1585,,,,,
2018-06-29 00:00:00,16.1907,16.3126,--,16.5103,16.1907,0.624872773929286,0.101299999999998,0.752901356951831,0.1219,,,,,
2018-06-28 00:00:00,16.2134,16.2113,--,16.251,16.0731,-0.040695774422082,-0.00659999999999883,-0.0129522493739663,-0.00209999999999866,,,,,
2018-06-27 00:00:00,16.2167,16.2179,--,16.3072,15.9385,-0.00246634974071924,-0.000399999999999068,0.007399779239924,0.00120000000000076,,,,,
2018-06-26 00:00:00,16.229,16.2183,--,16.334,16.1665,-0.0671628915781398,-0.0108999999999995,-0.0659313574465459,-0.0106999999999999,,,,,
2018-06-25 00:00:00,16.5852,16.2292,--,16.5852,16.228,-2.20486770191201,-0.3659,-2.14649205315584,-0.356000000000002,,,,,
2018-06-22 00:00:00,16.3784,16.5951,--,16.6161,16.3784,1.34102775487771,0.2196,1.32308406193523,0.216699999999999,,,,,
2018-06-21 00:00:00,16.6114,16.3755,--,16.662,16.3398,-1.48534507652325,-0.2469,-1.42010908171497,-0.235900000000001,,,,,
2018-06-20 00:00:00,16.5087,16.6224,--,16.7456,16.5087,0.670433692472597,0.110699999999998,0.688727761725623,0.113699999999998,,,,,
2018-06-19 00:00:00,16.5056,16.5117,--,16.57,16.2332,0.00484528402450314,0.000800000000001688,0.0369571539356339,0.00609999999999999,,,,,
2018-06-18 00:00:00,16.5917,16.5109,--,16.6788,16.4603,-0.503781373346594,-0.0836000000000006,-0.486990483193404,-0.0808,,,,,
2018-06-15 00:00:00,16.915,16.5945,--,16.9322,16.5102,-1.89708786076594,-0.320900000000002,-1.89476795743422,-0.320499999999999,,,,,
2018-06-14 00:00:00,16.8044,16.9154,--,16.9619,16.6744,0.615635353529347,0.1035,0.66054128680584,0.111000000000001,,,,,
2018-06-13 00:00:00,16.9125,16.8119,--,16.9508,16.8045,-0.570134194448875,-0.0963999999999992,-0.594826311899483,-0.1006,,,,,
2018-06-12 00:00:00,16.8839,16.9083,--,16.9856,16.8481,0.181897900175377,0.0306999999999995,0.144516373586671,0.0244,,,,,
2018-06-11 00:00:00,16.5584,16.8776,--,16.906,16.5584,1.82379806097025,0.302300000000002,1.92772248526429,0.319200000000002,,,,,
2018-06-08 00:00:00,16.7129,16.5753,--,16.7129,16.4932,-0.727089784208863,-0.121400000000001,-0.823316121080139,-0.137600000000003,,,,,
2018-06-07 00:00:00,16.633,16.6967,--,16.8864,16.633,0.341951225375298,0.0568999999999988,0.382973606685509,0.0637000000000008,,,,,
2018-06-06 00:00:00,16.5192,16.6398,--,16.6578,16.4267,0.692876982566123,0.1145,0.730059567049249,0.1206,,,,,
2018-06-05 00:00:00,16.8114,16.5253,--,16.8467,16.5246,-1.70474485334793,-0.2866,-1.70182138310907,-0.286099999999998,,,,,
2018-06-04 00:00:00,16.7534,16.8119,--,16.9669,16.7534,0.331815496261119,0.0556000000000019,0.349182852435937,0.0585000000000022,,,,,
2018-06-01 00:00:00,16.382,16.7563,--,16.8758,16.382,2.19748719199804,0.360299999999999,2.28482480771577,0.374299999999998,,,,,
2018-05-31 00:00:00,16.6039,16.396,--,16.804,16.3147,-1.25865703101475,-0.209,-1.25211546684814,-0.207899999999999,,,,,
2018-05-30 00:00:00,16.6403,16.605,--,16.6771,16.4014,0.264473588870377,0.0438000000000009,-0.21213559851685,-0.0352999999999994,,,,,
2018-05-29 00:00:00,17.1085,16.5612,--,17.1085,16.464,-3.14521317036084,-0.537800000000001,-3.19899465178128,-0.5473,,,,,
2018-05-28 00:00:00,17.2148,17.099,--,17.3981,17.0147,-0.805207161006624,-0.1388,-0.672676998861446,-0.1158,,,,,
2018-05-25 00:00:00,17.378,17.2378,--,17.4464,17.117,-0.75765426554745,-0.131599999999999,-0.806767176890322,-0.1402,,,,,
2018-05-24 00:00:00,17.5973,17.3694,--,17.6642,17.2986,-1.29284135273828,-0.227500000000003,-1.29508504145523,-0.227900000000002,,,,,
2018-05-23 00:00:00,17.8203,17.5969,--,17.8203,17.5198,-1.28686266920224,-0.229399999999998,-1.25362648215798,-0.223399999999998,,,,,
2018-05-22 00:00:00,17.5913,17.8263,--,17.8691,17.5913,1.38372291417848,0.243300000000001,1.3358876262698,0.234999999999999,,,,,
2018-05-18 00:00:00,17.7423,17.583,--,17.748,17.5324,-0.933589502329754,-0.165700000000001,-0.89785428044843,-0.159300000000002,,,,,
2018-05-17 00:00:00,17.7551,17.7487,--,17.7971,17.6361,0.167616682657025,0.0296999999999983,-0.0360459811547065,-0.0063999999999993,,,,,
2018-05-16 00:00:00,17.9814,17.719,--,17.9814,17.6641,-1.37975944653779,-0.247899999999998,-1.45928570634099,-0.2624,,,,,
2018-05-15 00:00:00,17.919,17.9669,--,18.002,17.8777,0.300338858154083,0.053799999999999,0.267314024220093,0.0478999999999985,,,,,
2018-05-14 00:00:00,17.9919,17.9131,--,18.0069,17.8496,-0.484436370504932,-0.0871999999999993,-0.437974866467694,-0.0788000000000011,,,,,
2018-05-11 00:00:00,17.9168,18.0003,--,18.014,17.9058,0.49464874914162,0.0885999999999996,0.466043043400612,0.0835000000000008,,,,,
2018-05-10 00:00:00,17.838,17.9117,--,17.9513,17.8045,0.346220427005183,0.0617999999999981,0.413162910640199,0.0736999999999988,,,,,
2018-05-09 00:00:00,17.6742,17.8499,--,17.8636,17.6742,1.03011676543337,0.182000000000002,0.994104400764972,0.175700000000003,,,,,
2018-05-08 00:00:00,17.6854,17.6679,--,17.7717,17.5264,-0.0673084537155437,-0.0119000000000007,-0.0989516776550253,-0.0175000000000018,,,,,
2018-05-07 00:00:00,17.6712,17.6798,--,17.6921,17.587,0.30693816415803,0.0541000000000018,0.048666757209478,0.00860000000000127,,,,,
2018-05-04 00:00:00,17.594,17.6257,--,17.6281,17.3863,0.1955512099731,0.034399999999998,0.18017505967942,0.0316999999999972,,,,,
2018-05-03 00:00:00,17.8222,17.5913,--,17.8307,17.5496,-1.31883049858636,-0.235099999999999,-1.29557518151518,-0.230899999999998,,,,,
2018-05-02 00:00:00,17.765,17.8264,--,17.8583,17.765,0.236162029643947,0.041999999999998,0.345623416830842,0.061399999999999,,,,,
2018-04-30 00:00:00,17.7368,17.7844,--,17.8288,17.7219,0.138515073367961,0.0246000000000031,0.268368589599041,0.0476000000000028,,,,,
2018-04-27 00:00:00,17.7917,17.7598,--,17.8222,17.6647,-0.0624616648566058,-0.0111000000000026,-0.179297087967987,-0.0319000000000003,,,,,
2018-04-26 00:00:00,17.7271,17.7709,--,17.8273,17.6487,0.254996981783519,0.0452000000000012,0.247079330516559,0.0438000000000009,,,,,
2018-04-25 00:00:00,17.9094,17.7257,--,17.9094,17.6221,-0.808053676252517,-0.144400000000001,-1.02571833785611,-0.183700000000002,,,,,
2018-04-24 00:00:00,17.8982,17.8701,--,17.9215,17.7938,-0.167596829067981,-0.0299999999999976,-0.156999027835193,-0.0280999999999985,,,,,
2018-04-23 00:00:00,17.7455,17.9001,--,17.9082,17.7025,0.789418859340425,0.1402,0.871206784818678,0.154599999999999,,,,,
2018-04-20 00:00:00,17.6488,17.7599,--,17.7673,17.6488,0.376980987045856,0.0666999999999973,0.629504555550501,0.111099999999997,,,,,
2018-04-19 00:00:00,17.5581,17.6932,--,17.6995,17.5427,0.864231312993125,0.151600000000002,0.769445441135438,0.135100000000001,,,,,
2018-04-18 00:00:00,17.51,17.5416,--,17.5706,17.4704,0.102718619461758,0.0180000000000007,0.18046830382637,0.0315999999999974,,,,,
2018-04-17 00:00:00,17.4309,17.5236,--,17.5747,17.4309,0.527777140365765,0.0919999999999987,0.53181419203826,0.0926999999999971,,,,,
2018-04-16 00:00:00,17.5198,17.4316,--,17.5753,17.3884,-0.569831446253895,-0.0999000000000017,-0.503430404456675,-0.0882000000000005,,,,,
2018-04-13 00:00:00,17.511,17.5315,--,17.7383,17.457,0.143376136727151,0.0251000000000019,0.117069270744115,0.020500000000002,,,,,
2018-04-12 00:00:00,17.3078,17.5064,--,17.5364,17.3078,1.13752563621133,0.196899999999999,1.14745952691849,0.198599999999999,,,,,
2018-04-11 00:00:00,17.4227,17.3095,--,17.4251,17.2947,-0.67139127191347,-0.117000000000001,-0.649727080188484,-0.113199999999999,,,,,
2018-04-10 00:00:00,17.343,17.4265,--,17.4491,17.3236,0.52203507152747,0.0905000000000022,0.48146226143113,0.0835000000000008,,,,,
2018-04-09 00:00:00,17.2744,17.336,--,17.4535,17.2455,0.358339942457192,0.0618999999999978,0.356597045338759,0.0615999999999985,,,,,
2018-04-06 00:00:00,17.439,17.2741,--,17.439,17.2403,-0.852341211989017,-0.148499999999999,-0.945581742072363,-0.164899999999999,,,,,
2018-04-05 00:00:00,17.301,17.4226,--,17.4614,17.0957,2.36485097032332,0.4025,0.702849546269007,0.121600000000001,,,,,
2018-04-04 00:00:00,17.1165,17.0201,--,17.1202,16.7556,-0.565522962686011,-0.0968000000000018,-0.563199252183561,-0.0963999999999992,,,,,
2018-04-03 00:00:00,17.2334,17.1169,--,17.2334,17.0264,-0.688690849172645,-0.1187,-0.676012858751021,-0.116499999999998,,,,,
2018-03-29 00:00:00,17.1946,17.2356,--,17.3365,17.1946,0.212803069945927,0.0366,0.238446954276345,0.0410000000000004,,,,,
2018-03-28 00:00:00,17.1735,17.199,--,17.2003,16.9021,0.175316997594493,0.0301000000000009,0.148484583806452,0.025500000000001,,,,,
2018-03-27 00:00:00,17.0598,17.1689,--,17.3188,17.0598,0.670200415137265,0.1143,0.63951511741053,0.109100000000002,,,,,
2018-03-26 00:00:00,17.1352,17.0546,--,17.2424,16.9891,-0.463406093148125,-0.0793999999999997,-0.470376768289839,-0.0806000000000004,,,,,
2018-03-23 00:00:00,17.3291,17.134,--,17.3291,17.0255,-1.09731530065054,-0.190100000000001,-1.12585189075024,-0.1951,,,,,
2018-03-22 00:00:00,17.7551,17.3241,--,17.7551,17.2027,-2.3994366197183,-0.425899999999999,-2.42747154338752,-0.430999999999997,,,,,
2018-03-21 00:00:00,17.9057,17.75,--,17.9287,17.6382,-0.863465254738997,-0.154599999999999,-0.869555504671694,-0.1557,,,,,
2018-03-20 00:00:00,17.8062,17.9046,--,17.9502,17.8062,0.513102642983856,0.0914000000000001,0.552616504363638,0.098399999999998,,,,,
2018-03-19 00:00:00,17.9708,17.8132,--,18.0374,17.7664,-0.977814343130018,-0.175900000000002,-0.876978209094766,-0.157600000000002,,,,,
2018-03-16 00:00:00,17.8522,17.9891,--,18.059,17.8349,1.01355524858777,0.180500000000002,0.766852264706875,0.136900000000001,,,,,
2018-03-15 00:00:00,17.7125,17.8086,--,17.8328,17.6711,0.605601816805444,0.107199999999999,0.542554693013408,0.0960999999999999,,,,,
2018-03-14 00:00:00,17.8696,17.7014,--,17.8882,17.6727,-0.962323900321151,-0.172000000000001,-0.941263374669824,-0.168199999999999,,,,,
2018-03-13 00:00:00,18.0216,17.8734,--,18.1057,17.8428,-0.833351827603798,-0.150199999999998,-0.822346517512314,-0.148199999999999,,,,,
2018-03-12 00:00:00,17.9524,18.0236,--,18.0824,17.9524,0.34797423320398,0.0625,0.39660435373542,0.0711999999999975,,,,,
2018-03-09 00:00:00,17.9641,17.9611,--,18.0189,17.8897,-0.00111350514719473,-0.000200000000003087,-0.0166999738367083,-0.00300000000000011,,,,,
2018-03-08 00:00:00,17.8599,17.9613,--,18.0566,17.8259,0.583521400451374,0.104200000000002,0.567752339038862,0.101400000000002,,,,,
2018-03-07 00:00:00,17.7952,17.8571,--,17.8874,17.6894,0.312333230345748,0.0555999999999983,0.347846610321872,0.0618999999999978,,,,,
2018-03-06 00:00:00,17.7371,17.8015,--,17.9594,17.7371,0.26076867621881,0.0463000000000022,0.363080774196453,0.0643999999999991,,,,,
2018-03-05 00:00:00,17.7766,17.7552,--,17.8377,17.6236,-0.042786047244804,-0.00760000000000005,-0.120382975372118,-0.0213999999999999,,,,,
2018-03-02 00:00:00,18.2119,17.7628,--,18.2119,17.7298,-2.51896080518941,-0.459000000000003,-2.46597005254807,-0.449100000000001,,,,,
2018-03-01 00:00:00,18.3794,18.2218,--,18.3794,18.1541,-0.901155676410592,-0.165699999999998,-0.857481745867649,-0.157599999999999,,,,,
2018-02-28 00:00:00,18.5003,18.3875,--,18.5407,18.3866,-0.580163072863736,-0.107300000000002,-0.609719842380934,-0.1128,,,,,
2018-02-27 00:00:00,18.3921,18.4948,--,18.538,18.3473,0.51576367262867,0.0949000000000026,0.558391918269269,0.102700000000002,,,,,
2018-02-26 00:00:00,18.409,18.3999,--,18.4905,18.3668,-0.0163017785240376,-0.00300000000000011,-0.0494323428757679,-0.00910000000000011,,,,,
2018-02-23 00:00:00,18.4553,18.4029,--,18.4663,18.3328,-0.193074273937697,-0.0356000000000023,-0.283929277768458,-0.0524000000000022,,,,,
2018-02-22 00:00:00,18.5225,18.4385,--,18.5225,18.3336,-0.190541147685627,-0.0351999999999997,-0.453502496963151,-0.0839999999999996,,,,,
2018-02-21 00:00:00,18.3844,18.4737,--,18.5152,18.2644,0.510340099782924,0.0938000000000017,0.485737908226548,0.0893000000000015,,,,,
2018-02-20 00:00:00,18.398,18.3799,--,18.398,18.2333,-0.114667681104291,-0.0211000000000006,-0.0983802587237768,-0.0181000000000004,,,,,
2018-02-19 00:00:00,18.4234,18.401,--,18.5454,18.3973,-0.150850842160093,-0.0277999999999992,-0.121584506660014,-0.0224000000000011,,,,,
2018-02-16 00:00:00,18.256,18.4288,--,18.4603,18.256,0.969214164004843,0.1769,0.946538124452228,0.172799999999999,,,,,
2018-02-15 00:00:00,18.1545,18.2519,--,18.5103,18.1545,0.506610719222015,0.0919999999999987,0.536506100415877,0.0974000000000004,,,,,
2018-02-14 00:00:00,17.9444,18.1599,--,18.1904,17.9437,1.20093176701366,0.215499999999999,1.20093176701366,0.215499999999999,,,,,
2018-02-13 00:00:00,18.0892,17.9444,--,18.1543,17.9429,-0.807606202150283,-0.146099999999997,-0.800477633062822,-0.1448,,,,,
2018-02-12 00:00:00,18.29,18.0905,--,18.297,18.0135,0.737832720792963,0.1325,-1.09075997813013,-0.1995,,,,,
2018-02-09 00:00:00,18.243,17.958,--,18.243,17.7979,-1.60862609305486,-0.293600000000001,-1.56224305212958,-0.285,,,,,
2018-02-08 00:00:00,18.4226,18.2516,--,18.583,18.2054,-0.912609868781788,-0.168099999999999,-0.928207744835145,-0.170999999999999,,,,,
2018-02-07 00:00:00,18.0415,18.4197,--,18.4829,18.0415,2.08213256484149,0.375699999999998,2.09627802566305,0.3782,,,,,
2018-02-06 00:00:00,18.5671,18.044,--,18.5671,17.9734,-2.8445588322394,-0.528299999999998,-2.8173489667207,-0.523099999999999,,,,,
2018-02-05 00:00:00,18.8018,18.5723,--,18.8018,18.5334,-1.2358612474541,-0.232400000000002,-1.22062781223075,-0.229500000000002,,,,,
2018-02-02 00:00:00,19.0052,18.8047,--,19.0052,18.757,-1.13508511824023,-0.215900000000001,-1.05497442805126,-0.200499999999998,,,,,
2018-02-01 00:00:00,19.0519,19.0206,--,19.2908,18.9429,-0.081424241309929,-0.0154999999999994,-0.164288076254852,-0.0312999999999981,,,,,
2018-01-31 00:00:00,19.1018,19.0361,--,19.1495,19.0183,-0.34759848187409,-0.066399999999998,-0.343946643771789,-0.0656999999999996,,,,,
2018-01-30 00:00:00,19.3434,19.1025,--,19.3434,19.0422,-1.28264093805392,-0.248200000000001,-1.24538602313968,-0.2409,,,,,
2018-01-29 00:00:00,19.3684,19.3507,--,19.4513,19.3308,-0.167155924490918,-0.0323999999999991,-0.0913859688977994,-0.0177000000000014,,,,,
2018-01-26 00:00:00,19.3075,19.3831,--,19.4523,19.2779,0.390517772702074,0.0753999999999984,0.391557684837487,0.0755999999999979,,,,,
2018-01-25 00:00:00,19.2925,19.3077,--,19.3554,19.2179,0.107845221367878,0.0208000000000013,0.0787870934300899,0.0152000000000001,,,,,
2018-01-24 00:00:00,19.3749,19.2869,--,19.4461,19.2862,-0.383242687657215,-0.0742000000000012,-0.454195892623967,-0.088000000000001,,,,,
2018-01-23 00:00:00,19.3744,19.3611,--,19.4512,19.2994,-0.0629732673318432,-0.0122,-0.0686472871418004,-0.013300000000001,,,,,
2018-01-22 00:00:00,19.1382,19.3733,--,19.3883,19.0424,1.25541600681542,0.240200000000002,1.22843318598405,0.235099999999999,,,,,
2018-01-19 00:00:00,19.0847,19.1331,--,19.1561,19.0268,0.21684815914769,0.0413999999999994,0.25360629195113,0.0483999999999973,,,,,
2018-01-18 00:00:00,19.0345,19.0917,--,19.1012,18.9932,0.34320733296893,0.0653000000000006,0.300506974178456,0.0571999999999981,,,,,
2018-01-17 00:00:00,19.0699,19.0264,--,19.0699,18.9122,-0.211363266847446,-0.040300000000002,-0.228108170467604,-0.0435000000000016,,,,,
2018-01-16 00:00:00,19.0727,19.0667,--,19.1375,19.015,-0.0162560698067095,-0.00309999999999988,-0.0314585769188433,-0.00600000000000023,,,,,
2018-01-15 00:00:00,19.1076,19.0698,--,19.1076,19.0063,-0.252118422429113,-0.0481999999999978,-0.197827042642722,-0.0378000000000007,,,,,
2018-01-12 00:00:00,19.0699,19.118,--,19.1527,18.9972,0.17815971494445,0.0339999999999989,0.252229954011285,0.048099999999998,,,,,
2018-01-11 00:00:00,19.0214,19.084,--,19.1219,18.9217,0.354954907580254,0.067499999999999,0.329103010293668,0.0625999999999998,,,,,
2018-01-10 00:00:00,18.6271,19.0165,--,19.0345,18.6097,2.05434240113343,0.3828,2.0905025473638,0.389400000000002,,,,,
2018-01-09 00:00:00,18.5168,18.6337,--,18.6353,18.5168,0.637296996602894,0.118000000000002,0.631318586364821,0.116900000000001,,,,,
2018-01-08 00:00:00,18.4677,18.5157,--,18.5647,18.4531,0.310427772721351,0.0572999999999979,0.259913253951484,0.0479999999999983,,,,,
2018-01-05 00:00:00,18.464,18.4584,--,18.5714,18.3827,-0.00379216754878823,-0.000699999999998369,-0.0303292894280633,-0.00559999999999761,,,,,
2018-01-04 00:00:00,18.1561,18.4591,--,18.5006,18.1557,1.65878212788923,0.301199999999998,1.66886060332341,0.303000000000001,,,,,
2018-01-03 00:00:00,18.1413,18.1579,--,18.2122,18.0807,0.142289089515281,0.0258000000000003,0.0915039164778731,0.0166000000000004,,,,,
2018-01-02 00:00:00,18.1216,18.1321,--,18.2534,18.0355,-0.0991730073112387,-0.0179999999999971,0.0579419035846746,0.0105000000000004,,,,,
2017-12-29 00:00:00,18.2003,18.1501,--,18.2043,18.125,-0.211122412513417,-0.0384000000000029,-0.27581962934677,-0.0502000000000002,,,,,
2017-12-28 00:00:00,18.2492,18.1885,--,18.2712,18.1767,-0.286173228001114,-0.0521999999999991,-0.332617320211281,-0.0606999999999971,,,,,
2017-12-27 00:00:00,18.3047,18.2407,--,18.3552,18.2344,-0.410572235052598,-0.0751999999999988,-0.349636978480937,-0.0640000000000001,,,,,
2017-12-22 00:00:00,18.4516,18.3159,--,18.4516,18.2867,-0.645514757335271,-0.119,-0.735437577229075,-0.1357,,,,,
2017-12-21 00:00:00,18.2466,18.4349,--,18.462,18.1585,0.927431496537185,0.1694,1.03197307991625,0.188299999999998,,,,,
2017-12-20 00:00:00,18.3715,18.2655,--,18.4006,18.2391,-0.543957659511917,-0.0999000000000017,-0.5769806493754,-0.106000000000002,,,,,
2017-12-19 00:00:00,18.3903,18.3654,--,18.4644,18.3433,-0.139741505402072,-0.0257000000000005,-0.135397464967939,-0.0248999999999988,,,,,
2017-12-18 00:00:00,18.193,18.3911,--,18.4156,18.193,1.13112716794792,0.2057,1.08888033859177,0.1981,,,,,
2017-12-15 00:00:00,18.294,18.1854,--,18.294,18.123,-0.628401564993106,-0.114999999999998,-0.593637258117411,-0.108599999999999,,,,,
2017-12-14 00:00:00,18.4486,18.3004,--,18.4506,18.2738,-0.800086730268867,-0.147600000000001,-0.80331298851945,-0.148199999999999,,,,,
2017-12-13 00:00:00,18.4704,18.448,--,18.5311,18.4364,-0.142900446022598,-0.0263999999999989,-0.121275121275127,-0.0224000000000011,,,,,
2017-12-12 00:00:00,18.3555,18.4744,--,18.483,18.2704,0.686159631577502,0.125899999999998,0.647762251096402,0.1189,,,,,
2017-12-11 00:00:00,18.2847,18.3485,--,18.4319,18.2847,0.301749820972721,0.0552000000000028,0.348925604467126,0.0638000000000005,,,,,
2017-12-08 00:00:00,17.9485,18.2933,--,18.4441,17.9485,2.15212280613582,0.385399999999997,1.92105189848734,0.344799999999999,,,,,
2017-12-07 00:00:00,17.7383,17.9079,--,17.9079,17.7383,0.896398629766532,0.159100000000002,0.956123191061165,0.169600000000003,,,,,
2017-12-06 00:00:00,17.9234,17.7488,--,17.9234,17.7083,-1.10766899195437,-0.198800000000002,-0.974145530423924,-0.174600000000002,,,,,
2017-12-05 00:00:00,17.9787,17.9476,--,18.0768,17.8668,-0.333746119715447,-0.0600999999999985,-0.172982473704987,-0.0310999999999986,,,,,
2017-12-04 00:00:00,17.7912,18.0077,--,18.0871,17.7912,1.21063606166712,0.215399999999999,1.21689374522236,0.2165,,,,,
2017-12-01 00:00:00,17.9947,17.7923,--,18.0266,17.7819,-1.14400328921781,-0.2059,-1.12477562837947,-0.202400000000001,,,,,
2017-11-30 00:00:00,18.1227,17.9982,--,18.2684,17.993,-0.699038339521871,-0.1267,-0.686983727590247,-0.124499999999998,,,,,
2017-11-29 00:00:00,17.9,18.1249,--,18.2038,17.9,1.66136622412177,0.296199999999999,1.2564245810056,0.224900000000002,,,,,
2017-11-28 00:00:00,17.7686,17.8287,--,17.8535,17.7557,0.352921310368136,0.0627000000000031,0.338237114910584,0.060100000000002,,,,,
2017-11-27 00:00:00,17.8858,17.766,--,17.9654,17.7623,-0.696455121684018,-0.124600000000001,-0.669805096780695,-0.119800000000001,,,,,
2017-11-24 00:00:00,17.7968,17.8906,--,17.9919,17.7968,0.508988764044935,0.0905999999999985,0.527061044682179,0.0937999999999981,,,,,
2017-11-23 00:00:00,17.831,17.8,--,17.8432,17.7046,-0.202958029176623,-0.0362000000000009,-0.173854523021697,-0.0309999999999988,,,,,
2017-11-22 00:00:00,17.7686,17.8362,--,17.9836,17.7686,0.387791054352675,0.0689000000000028,0.38044640545683,0.0676000000000023,,,,,
2017-11-21 00:00:00,17.7952,17.7673,--,17.9164,17.7275,-0.165199166137557,-0.0294000000000025,-0.156783851825225,-0.0279000000000025,,,,,
2017-11-20 00:00:00,17.8162,17.7967,--,17.8291,17.7078,0.105749272973762,0.0188000000000024,-0.109450949136164,-0.0194999999999972,,,,,
2017-11-17 00:00:00,17.8671,17.7779,--,17.9524,17.6837,-0.527635098085297,-0.0943000000000005,-0.499241622871097,-0.0892000000000017,,,,,
2017-11-16 00:00:00,17.8367,17.8722,--,17.9668,17.8048,0.277173059227498,0.0493999999999986,0.199027847079331,0.035499999999999,,,,,
2017-11-15 00:00:00,17.7915,17.8228,--,17.848,17.5339,0.188315448050233,0.0335000000000001,0.175926706573373,0.0313000000000017,,,,,
2017-11-14 00:00:00,17.9152,17.7893,--,17.9845,17.7386,-0.801316009591251,-0.143699999999999,-0.702755202286315,-0.125899999999998,,,,,
2017-11-13 00:00:00,18.0461,17.933,--,18.0619,17.8055,-0.821829926555182,-0.148600000000002,-0.626728212744024,-0.113099999999999,,,,,
2017-11-10 00:00:00,18.0528,18.0816,--,18.1687,18.0362,0.21282255919129,0.0384000000000029,0.159532039351238,0.0288000000000004,,,,,
2017-11-09 00:00:00,18.1107,18.0432,--,18.2511,18.016,-0.342443055033919,-0.0620000000000012,-0.372707846742548,-0.0675000000000026,,,,,
