iShares STOXX Europe 600 Banks UCITS (DE) ETF iNAV | Quote History                                02-Nov-2022 17:45,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
iShares STOXX Europe 600 Banks UCITS (DE) ETF iNAV,SX7PNAV.DE,Last,12.715,EUR,-0.0132,-0.001,,,,,,,,
,,,,,,,,,,,,,,
Price History,,,,,,,,,,,,,,
"Interval: Daily, History Period: Custom",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SX7PNAV.DE Price Statistics        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down Days(C-C),,Price Change,Close – Close,,Open – Close,
High,81.5417,2008-04-29 00:00:00,Max,--,--,Advancing,0,Up days,1801.0,Up,0.225402504472272,2020-02-12 00:00:00,0.16955146680792,2008-09-19
Low,7.7278,2020-09-25 00:00:00,Min,--,--,Declining,0,Down days,1845.0,Down,-0.156197573251141,2020-03-12 00:00:00,-0.532173211261975,2008-04-29
Average,17.5002897175761,,Average,--,,,,Unchanged,0.0,Period,-0.702543754319995,Custom,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SX7PNAV.DE Price History        Daily        02-Jan-2008  -  31-Oct-2022 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Exchange Date,Open,Close,Volume,High,Low,Close to Close Change,,Open to Close Change,,,,,,
2022-02-15 00:00:00,15.777,15.9731,--,16.0155,15.6445,1.23139909245317,0.1943,1.24294859605756,0.196100000000001,,,,,
2022-02-14 00:00:00,15.832,15.7788,--,15.9741,15.5574,-3.20764092088555,-0.5229,-0.33602829711976,-0.0532000000000004,,,,,
2022-02-11 00:00:00,16.3833,16.3017,--,16.3833,16.1089,-0.504141159524663,-0.0825999999999993,-0.498068154767343,-0.0815999999999981,,,,,
2022-02-10 00:00:00,16.3552,16.3843,--,16.4675,16.3092,0.200593217747596,0.0327999999999982,0.177925063588337,0.0290999999999997,,,,,
2022-02-09 00:00:00,16.2055,16.3515,--,16.3686,16.0827,0.884742813778294,0.1434,0.900928697047304,0.146000000000001,,,,,
2022-02-08 00:00:00,15.9255,16.2081,--,16.2597,15.8863,1.76428853965884,0.281000000000002,1.77451257417351,0.282600000000002,,,,,
2022-02-07 00:00:00,15.6812,15.9271,--,15.9459,15.6207,1.54286552205596,0.241999999999999,1.56811978675101,0.245899999999999,,,,,
2022-02-04 00:00:00,15.8339,15.6851,--,16.0034,15.5689,-0.903456510888855,-0.142999999999999,-0.939755840317291,-0.1488,,,,,
2022-02-03 00:00:00,15.7989,15.8281,--,15.9331,15.6218,0.196872823953906,0.0310999999999986,0.184822994005908,0.0291999999999994,,,,,
2022-02-02 00:00:00,15.7067,15.797,--,15.9484,15.6737,0.554427462937392,0.0871000000000013,0.574913890250663,0.0903000000000009,,,,,
2022-02-01 00:00:00,15.3383,15.7099,--,15.7107,15.3383,2.38931650948623,0.3666,2.42269351883846,0.371599999999999,,,,,
2022-01-31 00:00:00,15.559,15.3433,--,15.559,15.2931,0.186094496826595,0.0284999999999993,-1.38633588276882,-0.2157,,,,,
2022-01-28 00:00:00,15.5447,15.3148,--,15.5447,15.1428,-1.49543650666032,-0.2325,-1.47896067469942,-0.229900000000001,,,,,
2022-01-27 00:00:00,15.3364,15.5473,--,15.7474,15.214,1.35269038709761,0.2075,1.37515975065857,0.210900000000001,,,,,
2022-01-26 00:00:00,14.9451,15.3398,--,15.4525,14.9451,2.66504256572255,0.398200000000001,2.64099939110478,0.3947,,,,,
2022-01-25 00:00:00,14.753,14.9416,--,14.967,14.6202,2.90925119841313,0.4224,1.27838405747983,0.188599999999999,,,,,
2022-01-24 00:00:00,15.1169,14.5192,--,15.1169,14.4415,-3.96782877287669,-0.5999,-3.95385297250097,-0.5977,,,,,
2022-01-21 00:00:00,15.4299,15.1191,--,15.4299,15.0044,-2.02062096183631,-0.3118,-2.01427099333113,-0.3108,,,,,
2022-01-20 00:00:00,15.498,15.4309,--,15.523,15.2826,-0.424606529132016,-0.0658000000000012,-0.432959091495676,-0.0670999999999999,,,,,
2022-01-19 00:00:00,15.637,15.4967,--,15.6825,15.4683,-0.918774455896263,-0.143699999999999,-0.897230926648333,-0.1403,,,,,
2022-01-18 00:00:00,15.7633,15.6404,--,15.7834,15.6006,-0.779029638652049,-0.1228,-0.779659081537493,-0.1229,,,,,
2022-01-17 00:00:00,15.72,15.7632,--,15.8388,15.72,-1.5015465366951,-0.2403,0.274809160305336,0.0431999999999988,,,,,
2022-01-14 00:00:00,16.0322,16.0035,--,16.0515,15.8717,-0.160955250697163,-0.0258000000000003,-0.179014732850143,-0.0287000000000006,,,,,
2022-01-13 00:00:00,15.8144,16.0293,--,16.0354,15.7905,1.35504268099905,0.2143,1.358888101983,0.2149,,,,,
2022-01-12 00:00:00,15.6139,15.815,--,15.8404,15.6139,1.30806877290081,0.2042,1.28795496320586,0.2011,,,,,
2022-01-11 00:00:00,15.5503,15.6108,--,15.645,15.4969,0.380668227063446,0.0591999999999988,0.389060018134694,0.0604999999999993,,,,,
2022-01-10 00:00:00,15.5156,15.5516,--,15.6682,15.5156,0.218460209953801,0.0339000000000009,0.232024543040562,0.0360000000000014,,,,,
2022-01-07 00:00:00,15.3553,15.5177,--,15.5192,15.3401,1.07209618904326,0.1646,1.05761528592733,0.1624,,,,,
2022-01-06 00:00:00,15.1803,15.3531,--,15.3554,15.036,1.07905617149027,0.1639,1.13831742455682,0.172799999999999,,,,,
2022-01-05 00:00:00,15.152,15.1892,--,15.2938,15.1354,0.238896588134357,0.0361999999999991,0.245512143611407,0.0372000000000003,,,,,
2022-01-04 00:00:00,14.6717,15.153,--,15.2023,14.6717,3.27976117449802,0.481200000000001,3.28046511310892,0.481300000000001,,,,,
2022-01-03 00:00:00,14.5367,14.6718,--,14.6847,14.5367,0.713211924848464,0.103899999999999,0.92937186569166,0.1351,,,,,
2021-12-30 00:00:00,14.5503,14.5679,--,14.6114,14.5289,0.112703157750054,0.0163999999999991,0.120959705298171,0.0175999999999998,,,,,
2021-12-29 00:00:00,14.5389,14.5515,--,14.6071,14.489,0.639043923895688,0.0924000000000014,0.0866640529888838,0.0126000000000008,,,,,
2021-12-27 00:00:00,14.3958,14.4591,--,14.4825,14.3405,0.460646990161748,0.0663,0.439711582544908,0.0632999999999999,,,,,
2021-12-23 00:00:00,14.1753,14.3928,--,14.4332,14.1753,1.53579163462691,0.217699999999999,1.53435906118389,0.217499999999999,,,,,
2021-12-22 00:00:00,14.1051,14.1751,--,14.1837,14.0605,0.468495286696438,0.0661000000000005,0.49627439720385,0.0700000000000003,,,,,
2021-12-21 00:00:00,14,14.109,--,14.1101,13.8417,2.39123335389528,0.329499999999999,0.778571428571428,0.109,,,,,
2021-12-20 00:00:00,13.722,13.7795,--,13.8792,13.5535,-1.23213440944994,-0.171899999999999,0.419035126074923,0.057500000000001,,,,,
2021-12-17 00:00:00,14.1322,13.9514,--,14.1322,13.8199,-1.23182352358164,-0.174000000000001,-1.27934787223504,-0.1808,,,,,
2021-12-16 00:00:00,14.066,14.1254,--,14.2461,13.9043,2.2475732723364,0.310500000000001,0.422294895492678,0.0594000000000001,,,,,
2021-12-15 00:00:00,13.9459,13.8149,--,14.0083,13.8148,-0.935792447688841,-0.1305,-0.939344180009897,-0.131,,,,,
2021-12-14 00:00:00,13.8363,13.9454,--,14.02,13.8363,0.808905916796173,0.111899999999999,0.788505597594731,0.1091,,,,,
2021-12-13 00:00:00,14.0265,13.8335,--,14.1283,13.8073,-1.39143327606977,-0.1952,-1.37596691975902,-0.193,,,,,
2021-12-10 00:00:00,14.1024,14.0287,--,14.136,13.9822,-0.516257135765692,-0.0727999999999991,-0.522606081234391,-0.0736999999999988,,,,,
2021-12-09 00:00:00,14.176,14.1015,--,14.1908,14.0533,-0.566218674639335,-0.0803000000000011,-0.525536117381493,-0.0745000000000005,,,,,
2021-12-08 00:00:00,14.3139,14.1818,--,14.3331,14.0354,-0.903494490290745,-0.129299999999999,-0.922879159418463,-0.132099999999999,,,,,
2021-12-07 00:00:00,14.1014,14.3111,--,14.3564,14.1014,1.50364207644459,0.212,1.48708638858553,0.2097,,,,,
2021-12-06 00:00:00,13.8481,14.0991,--,14.1294,13.8481,1.83826184938532,0.2545,1.81252301759808,0.250999999999999,,,,,
2021-12-03 00:00:00,13.9633,13.8446,--,14.1038,13.8019,-0.860025636068091,-0.120100000000001,-0.85008558148862,-0.1187,,,,,
2021-12-02 00:00:00,14.009,13.9647,--,14.009,13.8064,-0.328320497905168,-0.0459999999999994,-0.316225283746162,-0.0442999999999998,,,,,
2021-12-01 00:00:00,13.7073,14.0107,--,14.0426,13.7073,2.2858018923023,0.3131,2.2134191270345,0.3034,,,,,
2021-11-30 00:00:00,13.5,13.6976,--,13.8296,13.469,-0.200362838886419,-0.0274999999999999,1.4637037037037,0.1976,,,,,
2021-11-29 00:00:00,13.889,13.7251,--,13.9661,13.7094,0.648250676483314,0.0884,-1.18007055943552,-0.1639,,,,,
2021-11-26 00:00:00,14.6363,13.6367,--,14.68,13.634,-6.81431470763092,-0.997200000000001,-6.82959491128223,-0.999600000000001,,,,,
2021-11-25 00:00:00,14.6017,14.6339,--,14.6718,14.5514,0.19993563715791,0.0292000000000012,0.22052226795511,0.0322000000000013,,,,,
2021-11-24 00:00:00,14.5949,14.6047,--,14.7648,14.5881,0.0493235143003885,0.00719999999999921,0.0671467430403667,0.00979999999999848,,,,,
2021-11-23 00:00:00,14.6385,14.5975,--,14.739,14.4439,-0.26305001366493,-0.0384999999999991,-0.280083341872462,-0.0410000000000004,,,,,
2021-11-22 00:00:00,14.4848,14.636,--,14.6839,14.4848,1.19895454482596,0.173399999999999,1.0438528664531,0.151199999999999,,,,,
2021-11-19 00:00:00,14.7909,14.4626,--,14.8841,14.3226,-2.23547146343277,-0.3307,-2.21960800221758,-0.3283,,,,,
2021-11-18 00:00:00,14.9406,14.7933,--,14.9976,14.744,-0.994518769366681,-0.1486,-0.985904180554995,-0.1473,,,,,
2021-11-17 00:00:00,14.9297,14.9419,--,15.0362,14.9297,0.0374925517029061,0.00560000000000116,0.0817163104416029,0.0122,,,,,
2021-11-16 00:00:00,14.9701,14.9363,--,15.053,14.9031,-0.232447849523419,-0.0348000000000006,-0.225783394900509,-0.0338000000000012,,,,,
2021-11-15 00:00:00,14.8713,14.9711,--,15.0199,14.7146,0.803269637350349,0.119299999999999,0.671091296658665,0.0998000000000001,,,,,
2021-11-12 00:00:00,14.912,14.8518,--,14.9431,14.8062,-0.427740084207131,-0.0637999999999987,-0.403701716738198,-0.0602,,,,,
2021-11-11 00:00:00,14.8196,14.9156,--,14.9759,14.8196,0.65186584789796,0.0965999999999987,0.647790763583363,0.0960000000000001,,,,,
2021-11-10 00:00:00,14.7408,14.819,--,14.8585,14.7225,0.546870759376869,0.0806000000000004,0.530500379897975,0.0782000000000007,,,,,
2021-11-09 00:00:00,14.8784,14.7384,--,14.9098,14.7012,-0.937632327142943,-0.1395,-0.940961393698239,-0.139999999999999,,,,,
2021-11-08 00:00:00,14.914,14.8779,--,14.9957,14.8325,-0.244061068907025,-0.0364000000000004,-0.242054445487457,-0.0360999999999994,,,,,
2021-11-05 00:00:00,14.7713,14.9143,--,15.0245,14.7366,0.951691180949938,0.140600000000001,0.968093532729013,0.143000000000001,,,,,
2021-11-04 00:00:00,15.0541,14.7737,--,15.1877,14.7063,-1.86391927887713,-0.2806,-1.86261550009632,-0.2804,,,,,
2021-11-03 00:00:00,14.9564,15.0543,--,15.0546,14.8673,0.641784159964702,0.0960000000000001,0.654569281377866,0.0978999999999992,,,,,
2021-11-02 00:00:00,15.0434,14.9583,--,15.0434,14.8495,-0.535943453311083,-0.0806000000000004,-0.56569658454871,-0.0851000000000006,,,,,
2021-11-01 00:00:00,14.833,15.0389,--,15.1147,14.833,1.3662528140629,0.2027,1.38812108137261,0.2059,,,,,
2021-10-29 00:00:00,14.756,14.8362,--,14.8829,14.6317,0.725080451342212,0.1068,0.543507725670911,0.0801999999999996,,,,,
2021-10-28 00:00:00,14.7846,14.7294,--,14.8195,14.588,-0.318749365546647,-0.0471000000000004,-0.373361470719527,-0.0551999999999993,,,,,
2021-10-27 00:00:00,14.9514,14.7765,--,14.9514,14.7013,-1.14466536433942,-0.171099999999999,-1.16979011998876,-0.174899999999999,,,,,
2021-10-26 00:00:00,14.8972,14.9476,--,14.9757,14.8229,0.322829625155205,0.0480999999999998,0.338318610208628,0.0503999999999998,,,,,
2021-10-25 00:00:00,14.7744,14.8995,--,14.9593,14.7744,0.846734892787523,0.1251,0.846734892787523,0.1251,,,,,
2021-10-22 00:00:00,14.7374,14.7744,--,14.8802,14.6842,0.262627496488123,0.0387000000000004,0.251061924084308,0.0370000000000008,,,,,
2021-10-21 00:00:00,14.8014,14.7357,--,14.8145,14.638,-0.457999797345223,-0.0678000000000001,-0.44387693056062,-0.0656999999999996,,,,,
2021-10-20 00:00:00,14.7882,14.8035,--,14.8496,14.6505,0.075715067974558,0.0112000000000005,0.10346086744837,0.0152999999999999,,,,,
2021-10-19 00:00:00,14.7696,14.7923,--,14.8468,14.7237,0.164544962080163,0.0242999999999984,0.153694074314799,0.0226999999999986,,,,,
2021-10-18 00:00:00,14.8037,14.768,--,14.8993,14.7366,0.000677144346870871,0.000100000000001543,-0.241155927234398,-0.0356999999999985,,,,,
2021-10-15 00:00:00,14.5117,14.7679,--,14.8603,14.5117,1.43694148516007,0.209199999999999,1.76547199845642,0.2562,,,,,
2021-10-14 00:00:00,14.4202,14.5587,--,14.6466,14.4202,0.921965658512232,0.132999999999999,0.960458246071487,0.138500000000001,,,,,
2021-10-13 00:00:00,14.6561,14.4257,--,14.6561,14.3576,-1.58748567374338,-0.232699999999999,-1.57204167547983,-0.230399999999999,,,,,
2021-10-12 00:00:00,14.6448,14.6584,--,14.6597,14.408,0.0962831955095217,0.0141000000000009,0.0928657270840181,0.0136000000000003,,,,,
2021-10-11 00:00:00,14.5443,14.6443,--,14.7061,14.5443,0.702094593665333,0.1021,0.68755457464436,0.0999999999999996,,,,,
2021-10-08 00:00:00,14.4951,14.5422,--,14.5841,14.4603,0.395584367168566,0.0572999999999997,0.324937392636122,0.0470999999999986,,,,,
2021-10-07 00:00:00,14.513,14.4849,--,14.5763,14.2564,1.6983781506705,0.241899999999999,-0.193619513539587,-0.0281000000000002,,,,,
2021-10-06 00:00:00,14.2751,14.243,--,14.3151,14.0716,-0.130420149211865,-0.0185999999999993,-0.224867076237643,-0.0320999999999998,,,,,
2021-10-05 00:00:00,13.7884,14.2616,--,14.2665,13.7884,3.4288698073799,0.472799999999999,3.43187026776131,0.4732,,,,,
2021-10-04 00:00:00,13.924,13.7888,--,13.9894,13.7029,-0.561777495727171,-0.0778999999999996,-0.970985349037628,-0.135199999999999,,,,,
2021-10-01 00:00:00,13.74,13.8667,--,13.8911,13.6361,-0.577889627383081,-0.0806000000000004,0.922125181950506,0.1267,,,,,
2021-09-30 00:00:00,13.917,13.9473,--,14.0325,13.8861,0.202599305989611,0.0282,0.21771933606381,0.0303000000000004,,,,,
2021-09-29 00:00:00,13.7145,13.9191,--,13.937,13.7145,1.49555199066647,0.2051,1.49185168981735,0.204600000000001,,,,,
2021-09-28 00:00:00,13.9846,13.714,--,14.0425,13.7133,-1.70232591477618,-0.237499999999999,-1.93498562704689,-0.2706,,,,,
2021-09-27 00:00:00,13.5773,13.9515,--,13.9569,13.5773,2.75380037709167,0.373899999999999,2.75607079463516,0.3742,,,,,
2021-09-24 00:00:00,13.5567,13.5776,--,13.6333,13.444,0.157122518681352,0.0213000000000001,0.154167312103986,0.020900000000001,,,,,
2021-09-23 00:00:00,13.2703,13.5563,--,13.566,13.2703,2.14518219355617,0.284700000000001,2.1551886543635,0.286,,,,,
2021-09-22 00:00:00,12.8694,13.2716,--,13.2762,12.8694,3.09560245783843,0.398499999999999,3.12524282406327,0.402199999999999,,,,,
2021-09-21 00:00:00,12.88,12.8731,--,13.099,12.8379,0.116657982128002,0.0150000000000006,-0.0535714285714278,-0.00689999999999991,,,,,
2021-09-20 00:00:00,13.4302,12.8581,--,13.4302,12.8241,-4.26194110420312,-0.5724,-4.25980253458622,-0.572099999999999,,,,,
2021-09-17 00:00:00,13.4732,13.4305,--,13.6471,13.4292,-0.359818977668958,-0.0484999999999989,-0.316925452008431,-0.0427,,,,,
2021-09-16 00:00:00,13.356,13.479,--,13.5656,13.356,0.896005030203678,0.1197,0.920934411500444,0.122999999999999,,,,,
2021-09-15 00:00:00,13.3664,13.3593,--,13.4452,13.3149,-0.0561091659933588,-0.00750000000000028,-0.0531182666985966,-0.00710000000000122,,,,,
2021-09-14 00:00:00,13.5103,13.3668,--,13.5554,13.3282,-1.03211858257689,-0.1394,-1.06215257988351,-0.143500000000001,,,,,
2021-09-13 00:00:00,13.2768,13.5062,--,13.5188,13.2768,1.72169669217329,0.2286,1.72782598216438,0.2294,,,,,
2021-09-10 00:00:00,13.3823,13.2776,--,13.4991,13.2409,-0.769029557938791,-0.1029,-0.782376721490335,-0.104700000000001,,,,,
2021-09-09 00:00:00,13.356,13.3805,--,13.4417,13.1793,0.172937847185826,0.0230999999999995,0.183438155136266,0.0244999999999997,,,,,
2021-09-08 00:00:00,13.5318,13.3574,--,13.5318,13.2686,-1.29756890563806,-0.175599999999999,-1.28881597422368,-0.1744,,,,,
2021-09-07 00:00:00,13.5638,13.533,--,13.6025,13.5002,-0.225603821994159,-0.0305999999999997,-0.227075008478458,-0.030800000000001,,,,,
2021-09-06 00:00:00,13.4644,13.5636,--,13.5882,13.4644,0.744988227254826,0.100299999999999,0.736757672083418,0.0991999999999997,,,,,
2021-09-03 00:00:00,13.563,13.4633,--,13.5894,13.4284,-0.727036772133693,-0.0985999999999994,-0.735088107350884,-0.0997000000000003,,,,,
2021-09-02 00:00:00,13.5262,13.5619,--,13.5759,13.4663,0.255037923030291,0.0344999999999995,0.263932220431461,0.0357000000000003,,,,,
2021-09-01 00:00:00,13.4,13.5274,--,13.6287,13.4,0.955266653730765,0.128,0.950746268656715,0.1274,,,,,
2021-08-31 00:00:00,13.4326,13.3994,--,13.4508,13.2954,-0.246417271542894,-0.0330999999999992,-0.247159894584822,-0.0332000000000008,,,,,
2021-08-30 00:00:00,13.492,13.4325,--,13.5068,13.4067,-0.457233478086882,-0.0617000000000001,-0.441002075303896,-0.0595000000000017,,,,,
2021-08-27 00:00:00,13.4762,13.4942,--,13.4982,13.3619,0.1417429184199,0.0190999999999999,0.133568810198713,0.0179999999999989,,,,,
2021-08-26 00:00:00,13.5841,13.4751,--,13.5841,13.4526,-0.779765849348355,-0.1059,-0.802408698404753,-0.109,,,,,
2021-08-25 00:00:00,13.3417,13.581,--,13.5825,13.3165,1.79286153292659,0.2392,1.79362450062586,0.2393,,,,,
2021-08-24 00:00:00,13.3463,13.3418,--,13.4,13.2294,-0.0337172100132634,-0.00450000000000017,-0.0337172100132634,-0.00450000000000017,,,,,
2021-08-23 00:00:00,13.25,13.3463,--,13.3986,13.25,0.732874437701894,0.0970999999999993,0.726792452830184,0.0962999999999994,,,,,
2021-08-20 00:00:00,13.2202,13.2492,--,13.2801,13.1101,0.199655141119889,0.0264000000000006,0.219361280464743,0.0289999999999999,,,,,
2021-08-19 00:00:00,13.5615,13.2228,--,13.5615,13.169,-2.34629444998339,-0.3177,-2.49751133724146,-0.338700000000001,,,,,
2021-08-18 00:00:00,13.4724,13.5405,--,13.5566,13.3885,0.498018317573886,0.0670999999999999,0.505477865859085,0.0680999999999994,,,,,
2021-08-17 00:00:00,13.6363,13.4734,--,13.6363,13.4271,-1.22213180255277,-0.166700000000001,-1.19460557482602,-0.1629,,,,,
2021-08-16 00:00:00,13.8033,13.6401,--,13.8033,13.6001,-1.20165145588874,-0.165899999999999,-1.18232596552998,-0.1632,,,,,
2021-08-13 00:00:00,13.7884,13.806,--,13.8827,13.7724,0.13708466610091,0.0188999999999986,0.127643526442516,0.0175999999999998,,,,,
2021-08-12 00:00:00,13.8692,13.7871,--,13.8923,13.7682,-0.502284093615359,-0.0695999999999994,-0.59195916130706,-0.0820999999999987,,,,,
2021-08-11 00:00:00,13.7235,13.8567,--,13.8686,13.6895,0.975748389541497,0.133900000000001,0.970597879549681,0.1332,,,,,
2021-08-10 00:00:00,13.7028,13.7228,--,13.7271,13.5924,0.130610219702436,0.0178999999999991,0.145955571124147,0.0199999999999996,,,,,
2021-08-09 00:00:00,13.6561,13.7049,--,13.7183,13.5762,0.360289110041966,0.0492000000000008,0.357349462877395,0.0488,,,,,
2021-08-06 00:00:00,13.3927,13.6557,--,13.6787,13.3335,1.99193367689895,0.2667,1.96375637474146,0.263,,,,,
2021-08-05 00:00:00,13.3197,13.389,--,13.4085,13.22,0.592027167134974,0.0787999999999993,0.520281988333072,0.0693000000000001,,,,,
2021-08-04 00:00:00,13.1784,13.3102,--,13.3253,13.1438,0.9756023547976,0.1286,1.00012141079342,0.1318,,,,,
2021-08-03 00:00:00,13.0574,13.1816,--,13.2876,13.0443,0.962783109552005,0.1257,0.951184768790112,0.1242,,,,,
2021-08-02 00:00:00,13.0706,13.0559,--,13.2939,13.0517,-0.11475873887797,-0.0150000000000006,-0.112466145395018,-0.0147000000000013,,,,,
2021-07-30 00:00:00,13.1939,13.0709,--,13.2341,13.0417,-0.913473929984686,-0.1205,-0.932248993853215,-0.122999999999999,,,,,
2021-07-29 00:00:00,13.0101,13.1914,--,13.2647,13.0101,1.37950645178643,0.179499999999999,1.39353271688919,0.1813,,,,,
2021-07-28 00:00:00,13.0531,13.0119,--,13.1339,12.9838,-0.308760209006899,-0.0402999999999984,-0.315633834108372,-0.0411999999999999,,,,,
2021-07-27 00:00:00,13.1186,13.0522,--,13.1186,12.9117,-0.493256790857597,-0.0647000000000002,-0.506151571051801,-0.0664000000000016,,,,,
2021-07-26 00:00:00,12.8967,13.1169,--,13.1563,12.7009,1.6813953488372,0.216899999999999,1.70741352438996,0.2202,,,,,
2021-07-23 00:00:00,12.7634,12.9,--,12.9825,12.7634,1.05124629870435,0.1342,1.0702477396305,0.1366,,,,,
2021-07-22 00:00:00,12.7731,12.7658,--,12.9702,12.7398,-0.0673221442885732,-0.0085999999999995,-0.0571513571490004,-0.00729999999999897,,,,,
2021-07-21 00:00:00,12.4083,12.7744,--,12.8017,12.4083,2.97617128301034,0.369199999999999,2.95044446056268,0.366099999999999,,,,,
2021-07-20 00:00:00,12.2569,12.4052,--,12.4489,12.1503,1.12330241126889,0.1378,1.20993073289332,0.148300000000001,,,,,
2021-07-19 00:00:00,12.7478,12.2674,--,12.7478,12.1816,-3.75112784904476,-0.4781,-3.76849338709424,-0.480399999999999,,,,,
2021-07-16 00:00:00,12.9577,12.7455,--,13.0421,12.6848,-1.64294974688233,-0.212899999999999,-1.63763630891286,-0.212200000000001,,,,,
2021-07-15 00:00:00,12.9995,12.9584,--,12.9995,12.8743,-1.07714034886829,-0.141100000000002,-0.316166006384862,-0.0411000000000001,,,,,
2021-07-14 00:00:00,13.0627,13.0995,--,13.2597,13.0536,0.246416627765501,0.0322000000000013,0.281718174649967,0.0368000000000013,,,,,
2021-07-13 00:00:00,13.2157,13.0673,--,13.3386,13.0274,-1.10868940047527,-0.146500000000001,-1.12290684564571,-0.148400000000001,,,,,
2021-07-12 00:00:00,13.1613,13.2138,--,13.2387,12.9255,0.398133937119155,0.0524000000000004,0.398896765517086,0.0525000000000002,,,,,
2021-07-09 00:00:00,12.854,13.1614,--,13.1643,12.8537,2.32301400960925,0.2988,2.39147347129299,0.307400000000001,,,,,
2021-07-08 00:00:00,13.1812,12.8626,--,13.1812,12.7747,-2.43114290265567,-0.320499999999999,-2.41707886990562,-0.3186,,,,,
2021-07-07 00:00:00,13.2033,13.1831,--,13.3142,13.0642,-0.171894167714189,-0.0227000000000004,-0.152992055016556,-0.0202000000000009,,,,,
2021-07-06 00:00:00,13.5438,13.2058,--,13.5551,13.1676,-2.5121621721381,-0.340299999999999,-2.49560684593688,-0.337999999999999,,,,,
2021-07-05 00:00:00,13.3116,13.5461,--,13.5799,13.3116,1.73334434823097,0.230799999999999,1.761621442952,0.234499999999999,,,,,
2021-07-02 00:00:00,13.4933,13.3153,--,13.5125,13.298,-1.34476320312963,-0.1815,-1.31917321930142,-0.177999999999999,,,,,
2021-07-01 00:00:00,13.2916,13.4968,--,13.5408,13.2916,1.53619306982833,0.2042,1.54383219476963,0.2052,,,,,
2021-06-30 00:00:00,13.4256,13.2926,--,13.4256,13.1686,-0.984744651689405,-0.132199999999999,-0.990644738410195,-0.132999999999999,,,,,
2021-06-29 00:00:00,13.3636,13.4248,--,13.54,13.3623,0.448940500419002,0.0599999999999987,0.457960429824295,0.0611999999999995,,,,,
2021-06-28 00:00:00,13.6372,13.3648,--,13.6372,13.3637,-1.97878925674387,-0.2698,-1.99747748804739,-0.272399999999999,,,,,
2021-06-25 00:00:00,13.5545,13.6346,--,13.6637,13.5545,0.557563242127011,0.0756000000000014,0.590947655760078,0.0800999999999998,,,,,
