XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ComStage ETF DJ STOXX 600 Basic Resources TR,LU0378435472,Swap-based,Capitalizing,6.698947725,24.20511929,-0.723242523833891,0.0005745648473805776,60.58346,27.5032173913044
ComStage ETF DJ STOXX 600 Chemicals TR,LU0378435555,Swap-based,Capitalizing,0.07282931399999999,0.053859015,0.3522214247698363,6.246527872889493e-06,23.8388,17.3950434782609
ComStage ETF DJ STOXX 600 Construction & Materials TR,LU0378435639,Swap-based,Capitalizing,0.048225800000000006,0.05988415,-0.1946817313095367,4.136298797107909e-06,23.77368,20.1231304347826
ComStage ETF DJ STOXX 600 Financial Services TR,LU0378435712,Swap-based,Capitalizing,0.0053501,0.19432395,-0.972468138898988,4.588749630780002e-07,8.40686,26.5763043478261
ComStage ETF DJ STOXX 600 Food & Beverage TR,LU0378435803,Swap-based,Capitalizing,1.099242238,3.446553433,-0.6810604392565064,9.428136696062285e-05,26.68208,16.8514782608696
ComStage ETF DJ STOXX 600 Health Care TR,LU0378435985,Swap-based,Capitalizing,0.393316197,2.737252466,-0.8563098574627424,3.373450129462149e-05,55.27314,19.4733913043478
ComStage ETF DJ STOXX 600 Industrial Goods & Services TR,LU0378436017,Swap-based,Capitalizing,0.01565471,0.42028736,-0.9627523654292149,1.3426953651794919e-06,10.52068,20.7105652173913
ComStage ETF DJ STOXX 600 Insurance TR,LU0378436108,Swap-based,Capitalizing,0.10376492699999999,0.032571345,2.1857734766556307,8.899857394425596e-06,43.7224,21.8480869565217
ComStage ETF DJ STOXX 600 Media TR,LU0378436363,Swap-based,Capitalizing,0.0057757799999999995,1.0070529,-0.9942646707039918,4.953852889192074e-07,10.65792,27.269347826087
ComStage ETF DJ STOXX 600 Oil & Gas TR,LU0378436447,Swap-based,Capitalizing,0.471222229,5.66411027,-0.9168056046691336,4.041645631556568e-05,48.36965,16.8050869565217
ComStage ETF DJ STOXX 600 Personal & Household Goods TR,LU0378436520,Swap-based,Capitalizing,4.05486447,0.21681792,17.701703576899916,0.00034778336553663384,11.93358,17.3498695652174
ComStage ETF DJ STOXX 600 Real Estate TR,LU0378436793,Swap-based,Capitalizing,0.15429009,0.06521165,1.3659896659569264,1.323337121774384e-05,9.7133,30.4427391304348
ComStage ETF DJ STOXX 600 Retail TR,LU0378436876,Swap-based,Capitalizing,0.20731176,0.47089847,-0.5597527424542279,1.778100899340858e-05,11.31967,19.8408260869565
ComStage ETF DJ STOXX 600 Technology TR,LU0378437098,Swap-based,Capitalizing,0.638491804,0.183656441,2.4765554669547365,5.476307040730187e-05,26.87526,26.4170869565217
ComStage ETF DJ STOXX 600 Telecommunications TR,LU0378437171,Swap-based,Capitalizing,1.31061457,0.595041905,1.2025584399807943,0.0001124106488510942,30.3045,19.7482608695652
ComStage ETF DJ STOXX 600 TR,LU0378434582,Swap-based,Capitalizing,10.270414507,9.742051897,0.05423524895845677,0.0008808874745697057,319.754,19.6985217391304
ComStage ETF DJ STOXX 600 Travel & Leisure TR,LU0378437254,Swap-based,Capitalizing,0.03574761,0.52185635,-0.9314991376458291,3.066051703496523e-06,9.20115,31.998652173913
ComStage ETF DJ STOXX 600 Utilities TR,LU0378437338,Swap-based,Capitalizing,0.733573835,5.998556868,-0.8777082803176652,6.291820086551877e-05,51.03832,16.5478260869565
ComStage ETF Dow Jones Industrial Average TR,LU0378437502,Swap-based,Capitalizing,0.840930129,0.632491087,0.3295525364454661,7.212608771724882e-05,141.83463,16.6630869565217
ComStage ETF iBoxx € Liquid Sovereigns Diversified 10-15 TR,LU0444606452,Swap-based,Capitalizing,0,3.97527,-1,0,10.21369038,38.832347826087
ComStage ETF iBoxx € Liquid Sovereigns Diversified 1-3 TR,LU0444605991,Swap-based,Capitalizing,5.05461474,3.64777229,0.3856716752459348,0.0004335313643092681,284.32738,17.1261739130435
ComStage ETF iBoxx € Liquid Sovereigns Diversified 15+ TR,LU0444606536,Swap-based,Capitalizing,0,4.51651494,-1,0,10.307426940000001,34.1599130434783
ComStage ETF iBoxx € Liquid Sovereigns Diversified 25+ TR,LU0444606619,Swap-based,Capitalizing,0,0.43243468,-1,0,10.03192385,45.0242608695652
ComStage ETF iBoxx € Liquid Sovereigns Diversified 3-5 TR,LU0444606023,Swap-based,Capitalizing,0.8808636,0.28647845,2.0747988199461425,7.555115828241609e-05,326.911585,21.8239130434783
ComStage ETF iBoxx € Liquid Sovereigns Diversified 3m-1 TR,LU0444605728,Swap-based,Capitalizing,5.8643671500000005,4.26989785,0.3734209472950272,0.000502983357214274,99.84825,6.44139130434783
ComStage ETF iBoxx € Liquid Sovereigns Diversified 5-7 TR,LU0444606296,Swap-based,Capitalizing,0.107188,0,,9.193452373302309e-06,101.558,18.3047826086957
ComStage ETF iBoxx € Liquid Sovereigns Diversified 7-10 TR,LU0444606379,Swap-based,Capitalizing,0,0,,0,50.8088,18.0877391304348
ComStage ETF iBoxx € Liquid Sovereigns Diversified Overall TR,LU0444605645,Swap-based,Capitalizing,0.24862624,0.00826183,29.093361882294843,2.1324527896716325e-05,49.51896,25.4139130434783
ComStage ETF iBoxx € Sovereigns Germany Capped 10+ TR,LU0444607005,Swap-based,Capitalizing,0.604856,0.281924,1.1454576410663866,5.187814707528959e-05,10.40725,21.951652173913
ComStage ETF iBoxx € Sovereigns Germany Capped 1-5 TR,LU0444606882,Swap-based,Capitalizing,0.66897858,0.07705578,7.681744315611365,5.7377903440584845e-05,103.42,4.09004347826087
ComStage ETF iBoxx € Sovereigns Germany Capped 3m-2 TR,LU0444606700,Swap-based,Capitalizing,0.0010119,0.04690122,-0.9784248682656869,8.679007404321945e-08,10.122,4.17295652173913
ComStage ETF iBoxx € Sovereigns Germany Capped 5-10 TR,LU0444606965,Swap-based,Capitalizing,5.04767494,6.91439512,-0.26997591945541,0.00043293614170244424,52.61,5.79665217391304
ComStage ETF iBoxx € Sovereigns Inflation-Linked Euro-Inflation TR,LU0444607187,Swap-based,Capitalizing,0.0790318,0.37495306,-0.7892221495672018,6.778511487072745e-06,52.81,84.4249130434783
ComStage ETF MSCI EM Eastern Europe TRN,LU0392495379,Swap-based,Capitalizing,1.77168563,2.75965375,-0.35800437645483607,0.00015195644530982102,23.255750000000003,73.8220434782609
ComStage ETF MSCI EMU TRN,LU0392494729,Swap-based,Capitalizing,0.018271,1.55149924,-0.9882236487592478,1.567093035718611e-06,366.8736630000001,27.4784347826087
ComStage ETF MSCI Europe Large Cap TRN,LU0392496187,Swap-based,Capitalizing,0.00037541,0.9829,-0.9996180588055753,3.2198697199886364e-08,27.175064,37.9235652173913
ComStage ETF MSCI Europe Mid Cap TRN,LU0392496260,Swap-based,Capitalizing,0.009756,0.91001835,-0.989279337059522,8.367664417093083e-07,11.338623,43.0906086956522
ComStage ETF MSCI Europe Small Cap TRN,LU0392496344,Swap-based,Capitalizing,0.9214692,1.56249519,-0.4102578965379087,7.90338769607137e-05,13.22143924,70.5639565217391
ComStage ETF MSCI Europe TRN,LU0392494646,Swap-based,Capitalizing,0.6495132299999999,1.73848975,-0.626392257992893,5.570837170051449e-05,73.719415,30.856347826087
ComStage ETF MSCI Japan TRN,LU0392495452,Swap-based,Capitalizing,3.92920506,3.72059688,0.056068471465255953,0.00033700563107855766,17.670436,39.664
ComStage ETF MSCI North America TRN,LU0392494992,Swap-based,Capitalizing,1.00167777,2.18832585,-0.5422629723996544,8.591331932577027e-05,44.467052,20.1251304347826
ComStage ETF MSCI Pacific ex Japan TRN,LU0392495296,Swap-based,Capitalizing,0.73453907,0.68468831,0.07280796133352996,6.300098850967245e-05,29.34502,28.3462173913043
ComStage ETF MSCI Pacific TRN,LU0392495023,Swap-based,Capitalizing,0.55005903,0.5970902,-0.07876727837770581,4.717824285190381e-05,10.86,29.7814347826087
ComStage ETF MSCI Russia 30% Capped TRN,LU0392495536,Swap-based,Capitalizing,1.4374848500000001,0.06858577,19.95893725476874,0.00012329223892430696,14.8464,70.5045652173913
ComStage ETF MSCI Taiwan TRN,LU0392495619,Swap-based,Capitalizing,0.11267035,0.92056236,-0.8776070422866301,9.66367034190676e-06,26.03292,86.3431739130435
ComStage ETF MSCI USA Large Cap TRN,LU0392495882,Swap-based,Capitalizing,1.2979818799999998,0.00772056,167.12017262996466,0.00011132715038240652,10.656,26.422347826087
ComStage ETF MSCI USA Mid Cap TRN,LU0392495965,Swap-based,Capitalizing,0.03378213,2.06195688,-0.9836164711650032,2.897473627866059e-06,12.88904,31.8909565217391
ComStage ETF MSCI USA Small Cap TRN,LU0392496005,Swap-based,Capitalizing,1.20890876,0.17539803,5.892373648666407,0.00010368740072328946,28.60016,44.2030434782609
ComStage ETF MSCI USA TRN,LU0392495700,Swap-based,Capitalizing,9.89666315,11.29007801,-0.12341941825076908,0.0008488310382145483,154.16023,61.9912608695652
ComStage ETF MSCI World TRN,LU0392494562,Swap-based,Capitalizing,8.34189093,16.8737994,-0.5056305499281922,0.0007154791298301815,213.1,20.7910434782609
ComStage ETF NASDAQ-100,LU0378449770,Swap-based,Capitalizing,3.1657104900000004,1.876704198,0.6868457444565275,0.00027152114618687277,75.39975,24.4394347826087
ComStage ETF Nikkei 225,LU0378453376,Swap-based,Capitalizing,11.03689266,2.932535251,2.7636010193692977,0.0009466278596387639,125.34199999999998,20.9338260869565
ComStage ETF SMI,LU0392496427,Swap-based,Capitalizing,0.92552724,0.32273695,1.8677448925510385,7.938193268961017e-05,26.494276,12.6296956521739
ComStage ETF TOPIX,LU0392496773,Swap-based,Capitalizing,0.202215495,0.09964125,1.0294355500357533,1.7343905310540834e-05,24.797425,22.8270869565217
DAX Source ETF,DE000A0X80V0,Full Replication,Capitalizing,3.00368894,0.36649321,7.195756041428433,0.0002576246521448753,2.21436,10.8526086956522
db x-trackers CAC 40 ETF,LU0322250985,Swap-based,Distributing,3.30214045,17.96919266,-0.8162332324840241,0.00028322266444965905,31.808249449999998,12.3596086956522
db x-trackers CAC 40 Short ETF,LU0322251280,Swap-based,Capitalizing,2.20723815,5.55410457,-0.6025933393616318,0.0001893135314453194,17.8671987,13.9764782608696
db x-trackers Currency Carry ETF,LU0328474126,Swap-based,Capitalizing,0.669656563,0.745590655,-0.10184421101683472,5.743605364788798e-05,7.2355902400000005,37.3576956521739
db x-trackers Currency Momentum ETF,LU0328474043,Swap-based,Capitalizing,0.12372366,0.1511205,-0.18129135358869242,1.0611706307241928e-05,1.88879666,49.6190869565217
db x-trackers Currency Returns ETF,LU0328474472,Swap-based,Capitalizing,6.390801249,6.490561579,-0.015370061401585255,0.0005481353034847409,166.9958624,36.4575652173913
db x-trackers Currency Valuation ETF,LU0328473748,Swap-based,Capitalizing,2.030996116,2.492780405,-0.18524868378849446,0.00017419735476739906,23.074752030000003,38.4699130434783
db x-trackers DAX ETF,LU0274211480,Swap-based,Capitalizing,488.153007611,814.518960476,-0.40068551955411036,0.04186859934279964,1600.40484928,4.16082608695652
db x-trackers db commodity booster - S&P GSCI TM Light Energy Euro ETF,LU0411078123,Swap-based,Capitalizing,0.90066907,0.47196749,0.9083286223803253,7.724986191692617e-05,28.03604196,94.7846956521739
db x-trackers DB Commodity Booster DJ-UBSCI ETF,LU0429790743,Swap-based,Capitalizing,1.30795228,0.95886156,0.3640679056943321,0.00011218230578732849,27.873270719999997,70.5375652173913
db x-trackers db Hedge Fund Index ETF,LU0328476337,Swap-based,Capitalizing,26.06467729,27.36210148,-0.04741683276587283,0.0022355522007231152,627.66218306,40.208652173913
db x-trackers DBLCI - OY Balanced ETF,LU0292106167,Swap-based,Capitalizing,49.501112887000005,78.541070012,-0.3697423159700153,0.004245681641154753,902.1195846899999,61.8256956521739
db x-trackers DJ EURO STOXX 50 ETF,LU0274211217,Swap-based,Distributing,279.407233552,334.714919288,-0.16523818494153053,0.023964595798190717,1817.33670951,7.40282608695652
db x-trackers DJ EURO STOXX 50 Short ETF,LU0292106753,Swap-based,Capitalizing,312.306066332,463.601643619,-0.32634823316402795,0.026786309537603404,590.21619408,6.98360869565217
db x-trackers DJ EURO STOXX ETF Anteilsklasse (1C),LU0380865021,Swap-based,Capitalizing,124.40725645,110.09481039,0.1300010964122611,0.010670337976884367,663.7087,9.08769565217391
db x-trackers DJ EURO STOXX Select Dividend 30 ETF,LU0292095535,Swap-based,Distributing,12.966181285,12.02589403,0.07818855318817408,0.0011121018220999665,98.33668072,23.1638260869565
db x-trackers DJ Islamic Market Titans 100 ETF,LU0328475529,Swap-based,Capitalizing,0.001935,0.820634,-0.9976420669872318,1.6596382377075761e-07,3.7829,46.5294
db x-trackers DJ STOXX 600 Banks ETF,LU0292103651,Swap-based,Capitalizing,32.849839976,21.181198893,0.5508961575756823,0.002817511655128916,319.57523568,14.9200869565217
db x-trackers DJ STOXX 600 Banks Short ETF,LU0322249037,Swap-based,Capitalizing,33.442283678,62.562881298,-0.4654612609878458,0.0028683252066290833,255.92200872,20.0989130434783
db x-trackers DJ STOXX 600 Basic Resources ETF,LU0292100806,Swap-based,Capitalizing,53.106354804,40.22142142,0.3203500256605303,0.004554901142014668,117.3766726,15.1202608695652
db x-trackers DJ STOXX 600 Basic Resources Short Daily ETF,LU0412624354,Swap-based,Capitalizing,0.94271815,1.44876063,-0.34929336808386346,8.085638703467423e-05,5.6207383900000005,29.6049565217391
db x-trackers DJ STOXX 600 ETF,LU0328475792,Swap-based,Capitalizing,11.215705640000001,11.96030262,-0.06225569733953762,0.0009619645448587351,47.33536665,13.8946956521739
db x-trackers DJ STOXX 600 Food & Beverage ETF,LU0292105359,Swap-based,Capitalizing,4.457053924999999,4.413696751,0.009823324176083448,0.00038227892100540747,44.87342375,16.3370869565217
db x-trackers DJ STOXX 600 Health Care ETF,LU0292103222,Swap-based,Capitalizing,13.897893288,8.117175204,0.7121588408183384,0.0011920142183123655,120.01131522,15.4087391304348
db x-trackers DJ STOXX 600 Health Care Short ETF,LU0322249466,Swap-based,Capitalizing,0.48939368,0.62884987,-0.22176388459776586,4.197501109149485e-05,4.14561672,20.107652173913
db x-trackers DJ STOXX 600 Industrial Goods ETF,LU0292106084,Swap-based,Capitalizing,7.25722931,2.10140778,2.453508347627798,0.0006224483339890526,45.70880754,21.5293913043478
db x-trackers DJ STOXX 600 Industrial Goods Short Daily ETF,LU0412624511,Swap-based,Capitalizing,0.669482,0.62134628,0.07747003812431297,5.742108148097899e-05,3.2627922000000003,23.1121739130435
db x-trackers DJ STOXX 600 Insurance ETF,LU0292105193,Swap-based,Capitalizing,0.70257281,2.09884074,-0.6652567311991475,6.025926099481446e-05,39.932745659999995,19.5954347826087
db x-trackers DJ STOXX 600 Insurance Short Daily ETF,LU0412624602,Swap-based,Capitalizing,1.79323098,1.43245518,0.25185835133773593,0.00015380437743926767,4.85843904,23.9781304347826
db x-trackers DJ STOXX 600 Oil & Gas ETF,LU0292101796,Swap-based,Capitalizing,10.534029302999999,16.254443581,-0.3519292585743542,0.0009034975621907434,130.2038927,13.455347826087
db x-trackers DJ STOXX 600 Oil & Gas Short ETF,LU0322249623,Swap-based,Capitalizing,0.779644107,2.48557017,-0.6863318861764421,6.686962128064997e-05,6.81072021,19.4133913043478
db x-trackers DJ STOXX 600 Technology ETF,LU0292104469,Swap-based,Capitalizing,1.8385981359999999,1.42413086,0.2910317356650778,0.0001576954920043139,39.12430522,21.4664347826087
db x-trackers DJ STOXX 600 Technology Short ETF,LU0322250043,Swap-based,Capitalizing,1.36180226,1.79790101,-0.24255993381971575,0.00011680098722959143,7.543503240000001,24.2526956521739
db x-trackers DJ STOXX 600 Telecommunications ETF,LU0292104030,Swap-based,Capitalizing,6.230600746,3.043237829,1.0473591273828768,0.0005343949995840284,39.4016232,17.4283913043478
db x-trackers DJ STOXX 600 Telecommunications Short ETF,LU0322250126,Swap-based,Capitalizing,0.5266923,0.303078127,0.7378103303376955,4.517409201995607e-05,5.52246184,25.7127391304348
db x-trackers DJ STOXX 600 Utilities ETF,LU0292104899,Swap-based,Capitalizing,5.319280762,3.789470206,0.40370037837421124,0.00045623161497248025,60.16288902,17.9521304347826
db x-trackers DJ STOXX 600 Utilities Short Daily ETF,LU0412624867,Swap-based,Capitalizing,0.396573,0.16225836,1.4440836207145198,3.401383539237243e-05,1.7774237800000001,20.5294347826087
db x-trackers DJ STOXX Global Select Dividend 100 ETF,LU0292096186,Swap-based,Distributing,22.504225967,16.976247009,0.3256302146799188,0.0019301743630410829,254.66867063,19.1718695652174
db x-trackers FTSE 100 ETF,LU0292097234,Swap-based,Distributing,42.29364398,11.54724723,2.6626602979557057,0.003627501227968932,345.89084884000005,17.6562608695652
db x-trackers FTSE 100 Short ETF,LU0328473581,Swap-based,Capitalizing,1.240321495,0.463602455,1.6753988932176815,0.00010638165272106597,101.59939510000001,21.2417826086957
db x-trackers FTSE 250 ETF,LU0292097317,Swap-based,Distributing,4.254881429999999,7.376208652,-0.42316145993967746,0.0003649387037798393,26.11708736,30.6682608695652
db x-trackers FTSE All-Share ETF,LU0292097747,Swap-based,Distributing,0.5482664899999999,1.330871771,-0.5880395828156761,4.7024497739416966e-05,120.57977925,126.787217391304
db x-trackers FTSE Vietnam ETF,LU0322252924,Swap-based,Capitalizing,5.565678042999999,4.08186948,0.36351200602327904,0.0004773649663530889,104.78503539,181.981434782609
db x-trackers FTSE/XINHUA China 25 ETF,LU0292109856,Swap-based,Capitalizing,22.758470406,59.868466534,-0.6198588050843894,0.0019519807605960654,261.50974575,28.0938260869565
db x-trackers HSI Short Daily Index ETF,LU0429790313,Swap-based,Capitalizing,0.62585061,0.8910044,-0.29758976498881495,5.36788425554838e-05,3.59489165,263.1415
db x-trackers II Emerging Markets Liquid Eurobond Index ETF,LU0321462953,Swap-based,Capitalizing,13.285255642000001,7.119368654,0.8660721599991472,0.0011394686439888122,209.77760979,94.6277391304348
db x-trackers II EONIA TR Index ETF,LU0290358497,Swap-based,Capitalizing,305.022503622,223.875986707,0.3624619062927965,0.026161602603223196,1915.742649006,0.32504347826087
db x-trackers II EONIA TRI ETF 1D,LU0335044896,Swap-based,Distributing,16.313143132,19.59300397,-0.16739959033448815,0.0013991687916828904,85.624066,0.749608695652174
db x-trackers II Euro Inflation Swap 5 year TRI ETF,LU0426245436,Swap-based,Capitalizing,0,0.02231799,-1,0,4.5624923,17.581347826087
db x-trackers II EURO INTEREST RATE VOLATILITY TOTAL RETURN INDEX ETF  ,LU0378818644,Swap-based,Capitalizing,0.009481,0.26866,-0.9647100424328147,8.131798517677277e-07,14.201072600000002,70.1875652173913
db x-trackers II EURO INTEREST RATES VOLATILITY SHORT TOTAL  RETURN INDEX ETF,LU0378818727,Swap-based,Capitalizing,0.0083487,0.0083575,-0.0010529464552796464,7.160631398009944e-07,21.076719299999997,64.9347826086957
db x-trackers II FED Funds Effective Rate TRI ETF,LU0321465469,Swap-based,Capitalizing,16.5651134,5.01624618,2.302292751509257,0.0014207801349148401,78.4346095,28.223
db x-trackers II Global Sovereign EUR Hedged Index ETF,LU0378818131,Swap-based,Capitalizing,0.10300559,0.04469876,1.304439541499585,8.834729501892977e-06,16.32636126,60.8159565217391
db x-trackers II iBoxx € Germany 1-3 Total Return Index ETF,LU0468897110,Swap-based,Distributing,0.78920353,1.67278333,-0.5282093527318926,6.768952742748311e-05,19.8601,2.62795652173913
db x-trackers II iBoxx € Germany Covered TRI ETF,LU0321463506,Swap-based,Capitalizing,18.597832925000002,26.877453713,-0.30805078771265215,0.0015951253054690925,321.29299782,13.9903913043478
db x-trackers II iBoxx € Germany Total Return Index ETF,LU0468896575,Swap-based,Distributing,0.11362048,1.2317609,-0.9077576825177679,9.74516243900201e-06,20.2812,9.52739130434783
db x-trackers II iBoxx € Inflation-Linked TR Index ETF,LU0290358224,Swap-based,Capitalizing,9.157271064,9.947502503,-0.0794401849873052,0.0007854138093471597,175.24804528,27.2974782608696
db x-trackers II iBoxx € Sovereigns Eurozone 10-15 TR Index ETF,LU0290357333,Swap-based,Capitalizing,1.7687671200000001,14.4332225,-0.8774516834338277,0.0001517061264057832,77.89558392,19.6528695652174
