XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
Monthly turnover report: December 2009,,,,,,
,,,,,,
,,,,,,
XTF Exchange Traded Funds (Deutsche Börse),ISIN,Xetra Order Book Turnover in MEUR,,,,AuM
,,12/2009,11/2009,Change (%),Market Share,in MEUR
iShares MSCI Europe,DE000A0M5X28,25.72221811,16.11605369,0.5960618278382019,0.0026374666036959784,971.628
ComStage ETF Dow Jones Industrial Average TR,LU0378437502,0.8728199200000001,3.835891695,-0.772459707051244,8.949591284064404e-05,128.60538
db x-trackers II iTraxx Europe Senior Financials 5-year Short TRI ETF,LU0378819709,0.010621,0.48307122999999996,-0.9780135943926944,1.0890403260737681e-06,9.5422808
Dow Jones STOXX 600 Optimised Utilities Source ETF,IE00B5MTXK03,0.0402404,4.7600417,-0.9915462085132574,4.126110379186411e-06,51.1312058245
Dow Jones STOXX 600 Optimised Food & Beverage Source ETF,IE00B5MTYL84,4.86004295,5.2637184800000005,-0.07669018233665115,0.0004983318669617285,33.710951709
iShares DJ STOXX 50 (DE),DE0005933949,22.793322934,29.848038704999997,-0.23635441647354294,0.0023371478994772673,440.01050031
Lyxor ETF MSCI EMU Growth,FR0010168765,2.2493080759999997,0.49566720000000003,3.5379401259554797,0.00023063621132919686,54.22845059
ComStage ETF DJ STOXX 600 Insurance TR,LU0378436108,0.022199456,0.79128812,-0.9719451670777011,2.2762548536767037e-06,41.44813
XMTCH (Lux) on MSCI EMU Large Cap,LU0154139132,8.19751278,2.66040542,2.081302089664214,0.0008405443923288845,936.7486389
Russell 2000 Source ETF,IE00B60SX402,6.07819914,2.20390348,1.7579243806085372,0.0006232373574396853,28.8899037338055
ComStage ETF DJ STOXX 600 Health Care TR,LU0378435985,0.36059915000000003,1.4484884580000001,-0.7510514163862256,3.697458016174783e-05,52.50024
db x-trackers II iTraxx Europe Senior Financials 5-year TRI ETF,LU0378819295,0.15687720000000002,0.0734916,1.1346276309129206,1.6085641374780132e-05,19.52234625
UBS-ETF MSCI USA,LU0136234654,16.39443602,19.376373280000003,-0.15389553126941002,0.0016810283352807014,277.44476887155
db x-trackers DJ STOXX 600 Banks ETF,LU0292103651,30.138452406,31.789987909,-0.051951435393042034,0.003090291877938893,274.78451528
db x-trackers MSCI World TRN Index ETF,LU0274208692,26.666672083999998,37.506870227,-0.2890190004495893,0.0027343076227908493,1334.4176823900002
iShares DJ STOXX 600 Utilities Swap (DE),DE000A0F5UD0,2.5470290899999997,1.539245526,0.6547256736999603,0.0002611634865542767,34.79092864
db x-trackers MSCI Europe Mid Cap TRN Index ETF,LU0322253732,2.87220015,2.2755719,0.2621882657278374,0.000294505393833455,15.52845
iShares DJ STOXX 600 Insurance (DE),DE0006289416,10.570801556,18.067952805,-0.4149419322661331,0.0010838931525663624,103.78047848
db x-trackers DJ STOXX 600 Basic Resources ETF,LU0292100806,38.47484639899999,80.023676522,-0.5192067139226908,0.003945076665851153,87.08067444000001
Dow Jones STOXX 600 Optimised Chemicals Source ETF,IE00B5MTY077,0.91557013,2.65241671,-0.6548166332431227,9.387937039060374e-05,23.639381230999998
db x-trackers DJ STOXX 600 Oil & Gas ETF,LU0292101796,13.637757569,14.333397063,-0.04853277216436791,0.0013983681338723998,121.91672790000001
Dow Jones STOXX 600 Optimised Automobiles & Parts Source ETF,IE00B5NLX835,3.36299828,5.1956032400000005,-0.3527222683000715,0.0003448301236641297,22.9745961372
iShares DJ STOXX 600 Oil & Gas (DE),DE0006344765,19.103530627,23.448982019000002,-0.1853151402683073,0.0019588094551537803,161.16712303999998
iShares S&P 500,DE0002643889,82.48038624600001,130.447275591,-0.36771093246434494,0.00845725136352831,4611.75
Lyxor ETF MSCI Europe,FR0010261198,13.805401082000001,33.749366895,-0.5909434056955516,0.0014155577154618616,914.2063689500001
Dow Jones STOXX 600 Optimised Retail Source ETF,IE00B5MTZM66,0.81965,3.2209399,-0.7455245905085035,8.404405453971981e-05,16.2821959384
PowerShares EQQQ Fund,IE0032077012,10.462240509999999,6.891872476,0.5180548604799808,0.0010727616812421228,485.70900000000006
iShares DivDAX (DE),DE0002635273,14.332999995,34.204561393,-0.5809623216530044,0.0014696558693315241,168.68478518999999
iShares DJ STOXX 600 Utilities (DE),DE0006289457,12.275708857000001,10.431907427999999,0.17674633730463363,0.0012587084056504968,104.67293736000002
iShares DJ EURO STOXX Select Dividend,DE000A0HG2P4,2.97737504,3.393951458,-0.12274082972461886,0.00030528966052212586,355.642
UBS-ETF MSCI EMU,LU0147308422,10.47235543,20.474215280000003,-0.4885100460856344,0.0010737988298886731,195.93036252000002
iShares MDAX (DE),DE0005933923,51.853236449,113.86867145900001,-0.5446224515961752,0.005316850158214779,322.41544407
iShares DJ STOXX 600 Chemicals (DE),DE0006344732,6.76922578,12.911761528000001,-0.4757318151113238,0.0006940928208942809,29.028124990000002
ComStage ETF DJ STOXX 600 TR,LU0378434582,2.0552873970000003,14.291161215,-0.8561847168274352,0.00021074200706187613,305.8225
Lyxor ETF DJ STOXX 600 Oil & Gas,FR0010344960,11.570718672,9.202707028999999,0.257316856392126,0.001186421168954215,242.35813007
Lyxor ETF EuroMTS Global,FR0010028860,1.132332982,18.285927670000003,-0.9380762626630251,0.0001161054778214257,997.4628396100001
MSCI USA Source ETF,IE00B60SX170,0,0,,0,162.837474785547
ETFX Dow Jones EURO STOXX 50 Leveraged (2x) Fund,DE000A0X9AB6,4.31996461,4.72671859,-0.08605419854284146,0.00044295411613798504,7.89396732
ComStage ETF MSCI North America TRN,LU0392494992,0.72523786,1.30605754,-0.44471216788810086,7.436336272812746e-05,39.926814
UBS-ETF DJ EURO STOXX 50,LU0136234068,9.26758468,44.84216067,-0.7933287660199626,0.0009502658357803841,421.82421695
Lyxor ETF DJ STOXX 600 Telecommunications,FR0010344812,8.26671766,14.05621669,-0.4118817429812972,0.0008476404195467636,323.31923157
ETFlab iBoxx € Liquid Sovereign Diversified 1-10,DE000ETFL110,4.99792409,0.86404985,4.7843006280251075,0.0005124697185449149,3.76835558
ComStage ETF DJ STOXX 600 Construction & Materials TR,LU0378435639,1.03227186,0.0191918,52.78713096218176,0.00010584555908211799,23.73096
ETFlab iBoxx € Liquid Sovereign Diversified 7-10,DE000ETFL151,0.5016355,0.290444,0.7271332855903376,5.1435955982504256e-05,37.122848
ComStage ETF MSCI Japan TRN,LU0392495452,1.81014628,0.51563497,2.5105188463071078,0.0001856060912355163,15.534924000000002
iShares DJ STOXX 600 Basic Resources (DE),DE0006344724,38.253458894,46.318688855,-0.17412474662761035,0.003922376362618515,250.68187945000003
Lyxor ETF DJ STOXX 600 Health Care,FR0010344879,7.600309035,11.492093297,-0.33864885721176197,0.0007793092015570856,210.30489801
Lyxor ETF EuroMTS 7-10Y,FR0010411439,9.53588478,24.513273581,-0.6109909699130853,0.0009777763930150724,442.40478074000004
ComStage ETF DJ STOXX 600 Food & Beverage TR,LU0378435803,0.345236545,0.2655516,0.30007330025501644,3.539935218335196e-05,24.84808
iShares DJ EURO STOXX Banks (DE),DE0006289309,22.912507288,36.961251794,-0.38009385029217446,0.002349368647781858,204.45768403
db x-trackers MSCI Europe TRN Index ETF,LU0274209237,62.787310806,63.399129674,-0.009650272348311284,0.00643799203779882,971.0925461999999
db x-trackers II iBoxx € Sovereigns Eurozone 7-10 TR Index ETF,LU0290357259,13.660022133,22.437743530000002,-0.39120339285739225,0.001400651064673497,261.14838711
db x-trackers II Euro Inflation Swap 5 year TRI ETF,LU0426245436,0.0061089,0.010375200000000001,-0.4112017117742309,6.263853166323361e-07,4.6161508
Lyxor ETF DJ STOXX 600 Utilities,FR0010344853,3.79987889,8.483160230000001,-0.55206800449648,0.0003896263388952479,207.98839393
iShares iBoxx € Liquid Sovereigns Capped 5.5-10.5 (DE),DE000A0H08B6,19.15099237,5.786669849000001,2.3095014697113747,0.0019636760168779822,190.96884
iShares FTSEurofirst 100,DE000A0DPM16,0.018651400000000002,1.68437818,-0.9889268335214364,1.9124495563254198e-06,85.3268
iShares iBoxx € Liquid Sovereigns Capped 1.5-10.5 (DE),DE000A0H0785,2.916985773,7.31242228,-0.6010917229194811,0.00029909755553907,229.2518688
db x-trackers II iTraxx Europe 5-year TR Index ETF,LU0290358653,4.9891942,3.3944693900000003,0.46980091047455286,0.0005115745860477689,193.45705316
iShares FTSE UK Dividend Plus,DE000A0HG2R0,18.42001016,13.493180578,0.3651347844579331,0.0018887236485197743,302.208
ComStage ETF NASDAQ-100,LU0378449770,1.102713077,1.022159046,0.07880772695328675,0.00011306835598737296,67.53375
ComStage ETF DJ STOXX 600 Personal & Household Goods TR,LU0378436520,0.02017726,0.047062400000000004,-0.5712658087985314,2.068905923140495e-06,10.69758
iShares S&P 500 (Acc),DE000A0YBR61,0.14676215,0.02746676,4.343264003471833,1.5048479398482938e-05,7.48
db x-trackers SMI ETF,LU0274221281,8.587285602,9.125777205,-0.05900775253476065,0.0008805103391479761,177.20918880000002
db x-trackers CAC 40 ETF,LU0322250985,2.83196641,7.65881769,-0.6302345186127547,0.0002903799663474587,34.18634095
ETFlab iBoxx € Liquid Sovereign Diversified 5-7,DE000ETFL144,0.93620961,3.85818163,-0.7573443399552965,9.59956707417188e-05,20.64083075
ComStage ETF DJ STOXX 600 Chemicals TR,LU0378435555,0.093236443,0.40042084499999997,-0.7671538728209817,9.560139938487742e-06,23.5643
Xmtch (IE) on iBoxx EUR Govt 1-3,IE00B3VTMJ91,0.02455332,0,,2.5176118650780126e-06,28.894313799999995
Lyxor ETF EuroMTS 5-7Y,FR0010411413,19.327729607000002,7.427996425,1.6020111617110802,0.001981798037234997,630.3532882100001
Lyxor ETF DJ STOXX 600 Food & Beverage,FR0010344861,12.460646355,8.612171550000001,0.44686462440474717,0.0012776712521927417,99.69473889
db x-trackers II iBoxx € Germany Covered TRI ETF,LU0321463506,13.17050053,26.482433599,-0.5026703085740077,0.0013504572254727366,319.91514645
Lyxor ETF DJ STOXX 600 Chemicals,FR0010345470,6.5025664359999995,9.960765349999999,-0.3471820480140113,0.0006667505010618379,57.70634878
db x-trackers DJ STOXX 600 ETF,LU0328475792,14.04017188,16.37435686,-0.14255124643716843,0.0014396302949182705,36.74200775
ComStage ETF SMI,LU0392496427,0.02014891,0.00604367,2.333886529211555,2.0659990129395544e-06,23.952272
Dow Jones STOXX 50 Source ETF,IE00B60SX519,0.050176910000000005,4.4820627,-0.9888049513452812,5.144965486091152e-06,20.790377295000003
Lyxor ETF Leveraged DJ EURO STOXX 50,FR0010468983,123.103321889,184.47151076100002,-0.33267027856408793,0.012622585614420544,206.67791398
ETFlab Deutsche Börse EUROGOV®  Germany Money Market,DE000ETFL227,8.247579889999999,3.67588235,1.243700723990799,0.0008456780993056258,324.89321982
ComStage ETF DJ STOXX 600 Basic Resources TR,LU0378435472,11.546530155,5.0658901279999995,1.2792697558086479,0.0011839409627174273,54.08273
ComStage ETF DJ STOXX 600 Utilities TR,LU0378437338,5.656389105000001,0.744079375,6.60186250962809,0.0005799864264484804,52.197559999999996
ComStage ETF DJ STOXX 600 Telecommunications TR,LU0378437171,0.049645535000000005,2.036711893,-0.9756246648479703,5.09048014542008e-06,30.68586
db x-trackers II iBoxx € Sovereigns Eurozone TR Index ETF,LU0290355717,42.788984170999996,24.312057777,0.7599902305052835,0.004387433318327007,763.0566098400001
ComStage ETF DJ EURO STOXX 50 Short TR,LU0392496856,7.8243472,18.09465841,-0.567588012842736,0.000802281294228639,28.24644
ETFlab iBoxx € Liquid Sovereign Diversified 3-5,DE000ETFL136,0.0301194,1.13655238,-0.9734993296129475,3.088338310624824e-06,10.344504839999999
UBS-ETF DJ EURO STOXX 50 I,LU0155367302,12.17666875,6.66876155,0.8259265470363084,0.0012485531782310763,391.26351528000004
iShares DJ EURO STOXX Value,DE000A0HG2N9,0.7283916970000001,2.330047269,-0.6873918796880853,7.468674618306237e-05,60.885
iShares DJ STOXX 50,IE0008470928,52.90781023700001,146.486669787,-0.6388216735766402,0.0054249824792723415,816.592
iShares Barclays Euro Treasury Bond 0-1 ETF,DE000A0RM462,0.68140725,1.08243857,-0.370488756696835,6.986912472733544e-05,39.23584037
iShares Barclays Euro Treasury Bond,DE000A0YBRZ7,1.7149973600000001,0.009842,173.25293233082706,0.0001758498525703843,7.1104175
ComStage ETF DJ STOXX 600 Oil & Gas TR,LU0378436447,1.2152903089999998,2.845391867,-0.5728917612035896,0.00012461163302774223,47.47582
iShares DJ Industrial Average (DE),DE0006289390,18.003249371,26.573484498,-0.322510776772426,0.00184599044961691,156.86836984
ComStage ETF MSCI Europe Large Cap TRN,LU0392496187,0.00646784,0,,6.631897733351813e-07,9.988288
Xmtch (IE) on iBoxx USD Govt 3-7,IE00B3VWN393,0,0,,0,16.25652197
iShares iBoxx € Liquid Sovereigns Capped 2.5-5.5 (DE),DE000A0H08A8,42.41823864,12.248447194,2.4631523464279548,0.0043494183636174095,128.14281365
iShares iBoxx € Liquid Sovereigns Capped 1.5-2.5 (DE),DE000A0H0793,4.460237332999999,8.852459038000001,-0.4961583765760431,0.00045733719230738284,113.20788308000002
iShares $ Treasury Bond 1-3,DE000A0J2078,31.124669237,6.56429121,3.7415125626335524,0.0031914151148480048,220.21
ETFlab Deutsche Börse EUROGOV®  Germany 3-5,DE000ETFL193,1.65584931,3.24382129,-0.4895374430445273,0.00016978501765289747,34.54393104
ComStage ETF iBoxx € Liquid Sovereigns Diversified 5-7 TR,LU0444606296,0.0025953400000000002,0,,2.6611711890333245e-07,50.3057
iShares FTSEurofirst 80,DE000A0DPM08,1.8136752,2.02554216,-0.1045976549804325,0.00018596793439411605,71.90902173
Dow Jones EURO STOXX 50 Source ETF - Anteilklasse B,IE00B5B5TG76,2.63750187,0,,0.00027044025012004267,5.932735446
iShares DJ EURO STOXX Growth,DE000A0HG3L1,0.7437519100000001,1.9554586999999999,-0.6196534807920003,7.62617288941143e-05,29.955
Lyxor ETF MSCI USA,FR0010296061,23.202151943999997,11.770366646,0.97123442640463,0.002379067801403528,345.54144767
iShares Barclays Euro Government Bond 5-7,DE000A0YBRY0,0,0.01893294,-1,0,15.1332
ETFlab Deutsche Börse EUROGOV®  Germany 5-10,DE000ETFL201,12.42759599,6.871101599999999,0.8086759174103904,0.0012742823829453586,52.118922239999996
Xmtch (IE) on iBoxx USD Govt 1-3,IE00B3VWN179,0,0,,0,8.06223834
ETFlab Deutsche Börse EUROGOV®  Germany 1-3,DE000ETFL185,0.36690562,0.430697,-0.14811196734595322,3.762122361765352e-05,31.8604101
db x-trackers II iBoxx € Sovereigns Eurozone 5-7 TR Index ETF,LU0290357176,28.46997414,17.782268729,0.6010315991665387,0.0029192119311493596,441.76507515
ComStage ETF MSCI Europe Mid Cap TRN,LU0392496260,0.010812200000000001,0.44127315,-0.9754977160971612,1.1086453077464266e-06,10.544661
ETFlab Deutsche Börse EUROGOV®  Germany,DE000ETFL177,2.92337871,6.052010780000001,-0.5169574516190799,0.00029975306501982035,42.691824
Dow Jones EURO STOXX 50 Source ETF,IE00B60SWX25,27.28554107,14.200645699999999,0.9214296058382756,0.0027977642918719514,402.334905011
FTSE 100 Source ETF,IE00B60SWT88,1.134368,0.0010106100000000001,1121.458713054492,0.00011631414147515754,71.28780051409919
ETFlab DAX (Preisindex),DE000ETFL060,7.36989563,5.184563709,0.42150739071957655,0.0007556834139934883,72.11658464
Lyxor ETF Dow Jones Industrial Average,FR0007056841,21.586366054000003,37.99618621,-0.43188071732528754,0.0022133907472173886,392.64014172000003
ETFlab DJ EURO STOXX 50 Short,DE000ETFL334,0.07763269,0,,7.96018548456678e-06,4.8366666
Lyxor ETF EuroMTS 3-5Y,FR0010037234,13.512235139000001,8.755115607999999,0.5433531370680218,0.0013854975013428104,1109.66636403
db x-trackers II iBoxx € Sovereigns Eurozone 3-5 TR Index ETF,LU0290356954,38.807936079,13.29145785,1.919765199345684,0.003979230520828934,798.7355854399999
Lyxor ETF LevDAX,LU0252634307,231.366512285,362.09562800199996,-0.361034780890196,0.02372351586304556,222.19401159
Lyxor ETF DJ EURO STOXX 50,FR0007054358,72.228298959,61.34771757199999,0.1773591882082679,0.007406038061393745,5414.1171922700005
db x-trackers DJ EURO STOXX ETF Anteilsklasse (1C),LU0380865021,192.51235478,249.61711698,-0.22876941650029303,0.01973954595827513,672.80445
ComStage ETF DJ EURO STOXX Select Dividend 30 TR,LU0378434236,0.488459283,0.633108806,-0.2284749819132985,5.0084912610119484e-05,123.97195
ComStage ETF iBoxx € Liquid Sovereigns Diversified 3-5 TR,LU0444606023,5.12364427,0.01118245,457.18619980415735,0.0005253606276703506,281.17983
iShares € Government Bond 7-10,DE000A0LGQH3,21.74377868,16.835888205,0.2915136056523846,0.0022295312893082617,425.8956
ETFlab DJ EURO Stoxx 50,DE000ETFL029,124.34649925,134.219094468,-0.0735558175022093,0.012750056688574669,1972.571366
ComStage ETF iBoxx € Sovereigns Germany Capped 5-10 TR,LU0444606965,0.0008248,0,,8.457211759209529e-08,51.24
db x-trackers DJ EURO STOXX 50 ETF,LU0274211217,334.88040722100004,433.837970849,-0.22809797730324244,0.034337469906381146,1888.74328902
Lyxor ETF EuroMTS 1-3Y,FR0010222224,30.122454115,24.039319259,0.2530493809105079,0.0030886514689334073,959.4743396499999
EasyETF EuroMTS Eonia,FR0010616268,0,1.8646884,-1,0,39.4770464
iShares DJ EURO STOXX 50,IE0008471009,244.480253593,277.86331314200004,-0.12014201936741409,0.02506815319569892,4077.51
iShares DJ EURO STOXX 50 (DE),DE0005933956,580.8829954839999,688.850668748,-0.1567359634857196,0.05956171799384262,4449.6737683599995
iShares € Government Bond 3-5,DE000A0LGQD2,12.95602848,29.433815729,-0.5598250461548236,0.0013284660088956055,442.29
db x-trackers DJ EURO STOXX 50 Short ETF,LU0292106753,382.663546731,485.633907679,-0.21203289004288917,0.039236986508659526,405.80855388
"iShares eb.rexx Government Germany 2,5-5,5 (DE)",DE0006289481,34.989826697,25.912540704999998,0.3503047460818258,0.0035877348908168265,583.50358689
ETFlab DAX,DE000ETFL011,131.428386591,294.679427451,-0.553995378205171,0.013476208736315968,1777.26224128
ComStage ETF DAX TR,LU0378438732,239.305666102,434.574954001,-0.4493339666752877,0.024537569027683115,429.5985
Lyxor ETF DAX,LU0252633754,246.17205214700002,325.465899966,-0.24363181466102435,0.02524162432354934,406.63632107999996
ComStage ETF DJ EURO STOXX 50,LU0378434079,158.89354147400002,252.637536829,-0.37106123077209807,0.01629239000262318,277.8875
iShares € Government Bond 1-3,DE000A0J21A7,25.703504197999997,8.36822775,2.071558873143719,0.0026355477443770255,484.2366
iShares eb.rexx Money Market ,DE000A0Q4RZ9,94.44311937399999,52.411361533,0.8019588999712468,0.009683868328639936,929.1544733100001
PowerShares EuroMTS Cash 3 Months Fund,IE00B3BPCH51,1.90302929,1.3307746999999999,0.4300161327082639,0.00019512999138588942,99.990101
iShares DAX (DE),DE0005933931,1000.229714863,1426.3467389979999,-0.298747150664322,0.10256006918586515,2689.3312757999997
db x-trackers DAX ETF,LU0274211480,748.567755714,1357.421145453,-0.4485368389747699,0.07675552893052287,1508.9613313599998
Lyxor ETF Euro Cash EONIA,FR0010510800,51.114371119999994,38.082358233,0.34220603690732565,0.005241089482306787,1215.36807951
ComStage ETF iBoxx € Liquid Sovereigns Diversified 1-3 TR,LU0444605991,1.16791258,1.36818148,-0.14637597637997546,0.00011975368580631353,281.374888
db x-trackers II EONIA TR Index ETF,LU0290358497,203.85893009400002,263.979553199,-0.22774727200056388,0.02090298424843417,1678.933784416
db x-trackers II EONIA TRI ETF 1D,LU0335044896,9.966563921,10.992221601,-0.093307587604192,0.0010219367312268989,68.142612
ComStage ETF Commerzbank EONIA Index TR,LU0378437684,70.732862764,29.909009774,1.3649349576758074,0.007252701245517151,356.79
Total,,9752.62324609325,13247.542817375772,-0.26381643897753715,1,
,,,,,,
,,,,,,
,,,,,,
Source: Deutsche Börse ,,,,,,
Data is provided with the condition of no liability.,,,,,,
